seizure_id,incident_id,item_category,item,quantity,unit,estimated_value_inr,seized_from_person_id
SZ000753,INC001738,CASH,Indian currency,9121244,INR,0,P000158
SZ000754,INC001740,CONTRABAND,Rifle barrels,8,nos,14116265,P000785
SZ000755,INC001740,WEAPON,.32 bore revolver,6,nos,132960,P000785
SZ000756,INC001742,CONTRABAND,Methamphetamine,122,grams,286468279,P000114
SZ000757,INC001747,CONTRABAND,Heroin,881,grams,213602049,P000626
SZ000758,INC001748,CASH,Indian currency,17404873,INR,0,P000904
SZ000759,INC001750,CASH,Indian currency,3667996,INR,0,P000523
SZ000760,INC001752,CASH,Indian currency,10993325,INR,0,P000763
SZ000761,INC001760,WEAPON,Sword,3,nos,91403,P000787
SZ000762,INC001760,CASH,Indian currency,19071488,INR,0,P000787
SZ000763,INC001762,CONTRABAND,Betel nut (supari),7,nos,11872042,P000847
SZ000764,INC001765,CASH,Indian currency,14138393,INR,0,P000964
SZ000765,INC001769,CASH,Indian currency,7294983,INR,0,P000766
SZ000766,INC001770,CONTRABAND,Pangolin scales,793.2,kg,681083676,P000877
SZ000767,INC001770,CASH,Indian currency,16600212,INR,0,P000877
SZ000768,INC001773,CASH,Indian currency,4992223,INR,0,P000160
SZ000769,INC001774,WEAPON,9mm pistol,1,nos,230864,P000889
SZ000770,INC001775,CASH,Indian currency,19585242,INR,0,P000462
SZ000771,INC001777,CONTRABAND,Pseudoephedrine,775,grams,170261747,P000141
SZ000772,INC001777,CASH,Indian currency,14840095,INR,0,P000141
SZ000773,INC001781,CONTRABAND,Live cartridges,6,nos,4587220,P000500
SZ000774,INC001781,WEAPON,Country-made pistol (katta),5,nos,232827,P000500
SZ000775,INC001781,CASH,Indian currency,16101234,INR,0,P000500
SZ000776,INC001784,CONTRABAND,Red sanders logs,830.39,kg,510076529,P000861
SZ000777,INC001792,CASH,Indian currency,18154156,INR,0,P000472
SZ000778,INC001794,WEAPON,9mm pistol,4,nos,15479,P000386
SZ000779,INC001795,CASH,Indian currency,4531676,INR,0,P000417
SZ000780,INC001797,CASH,Indian currency,5163436,INR,0,P000342
SZ000781,INC001801,WEAPON,Knife,1,nos,277117,P000375
SZ000782,INC001805,CASH,Indian currency,19779464,INR,0,P000958
SZ000783,INC001811,CASH,Indian currency,6017010,INR,0,P000540
SZ000784,INC001813,WEAPON,Knife,4,nos,72072,P000967
SZ000785,INC001813,CASH,Indian currency,11230163,INR,0,P000967
SZ000786,INC001815,WEAPON,DBBL gun,1,nos,81971,P000491
SZ000787,INC001817,CASH,Indian currency,8269412,INR,0,P000875
SZ000788,INC001819,CASH,Indian currency,6472981,INR,0,P000761
SZ000789,INC001820,CONTRABAND,Country-made pistols,6,nos,8299272,P000770
SZ000790,INC001823,WEAPON,.32 bore revolver,1,nos,97939,P000903
SZ000791,INC001823,CASH,Indian currency,14712103,INR,0,P000903
SZ000792,INC001826,CONTRABAND,Chinese firecrackers,12,nos,1746258142,P000296
SZ000793,INC001827,CASH,Indian currency,13194640,INR,0,P000729
SZ000794,INC001830,CASH,Indian currency,4283661,INR,0,P000753
SZ000795,INC001832,CONTRABAND,Pangolin scales,300.83,kg,165119336,P000848
SZ000796,INC001832,CASH,Indian currency,11430552,INR,0,P000848
SZ000797,INC001833,WEAPON,SBBL gun,5,nos,242390,P000495
SZ000798,INC001842,CONTRABAND,Country-made pistols,5,nos,13975807,P000766
SZ000799,INC001844,CONTRABAND,Red sanders logs,628.92,kg,217129626,P000867
SZ000800,INC001845,CASH,Indian currency,2392737,INR,0,P000105
SZ000801,INC001847,WEAPON,Machete (chopper),1,nos,226150,P000964
SZ000802,INC001847,CASH,Indian currency,10382963,INR,0,P000964
SZ000803,INC001849,CASH,Indian currency,6701479,INR,0,P000468
SZ000804,INC001853,CONTRABAND,Betel nut (supari),6,nos,28713476,P000871
SZ000805,INC001854,CASH,Indian currency,2021610,INR,0,P000353
SZ000806,INC001855,CASH,Indian currency,1768347,INR,0,P000315
SZ000807,INC001856,CONTRABAND,Rifle barrels,33,nos,19036915,P000816
SZ000808,INC001856,WEAPON,.32 bore revolver,1,nos,172064,P000816
SZ000809,INC001857,CASH,Indian currency,10315337,INR,0,P000951
SZ000810,INC001860,CONTRABAND,Semi-finished frames,5,nos,6491274,P000794
SZ000811,INC001860,WEAPON,DBBL gun,6,nos,232502,P000794
SZ000812,INC001861,CONTRABAND,Rifle barrels,38,nos,1847980,P000483
SZ000813,INC001863,CONTRABAND,Country-made pistols,13,nos,223975,P000503
SZ000814,INC001863,WEAPON,Sword,1,nos,78926,P000503
SZ000815,INC001863,CASH,Indian currency,5359482,INR,0,P000503
SZ000816,INC001869,CONTRABAND,Ganja,516,grams,759231727,P000152
SZ000817,INC001869,CASH,Indian currency,4134722,INR,0,P000152
SZ000818,INC001871,CASH,Indian currency,19354243,INR,0,P000874
SZ000819,INC001875,CONTRABAND,Live cartridges,23,nos,6096219,P000162
SZ000820,INC001875,CASH,Indian currency,8843356,INR,0,P000162
SZ000821,INC001884,CASH,Indian currency,16112998,INR,0,P000686
SZ000822,INC001885,CONTRABAND,Cocaine,6.959,kg,593505068,P000127
SZ000823,INC001888,WEAPON,.32 bore revolver,3,nos,298885,P000972
SZ000824,INC001888,CASH,Indian currency,851681,INR,0,P000972
SZ000825,INC001898,CASH,Indian currency,17839997,INR,0,P000047
SZ000826,INC001899,CONTRABAND,Alprazolam tablets,3.141,kg,221472014,P000652
SZ000827,INC001905,CASH,Indian currency,17977378,INR,0,P000680
SZ000828,INC001906,CONTRABAND,Gold biscuits,50,nos,243769,P000594
SZ000829,INC001908,WEAPON,Machete (chopper),5,nos,272943,P000414
SZ000830,INC001912,WEAPON,DBBL gun,4,nos,155212,P000483
SZ000831,INC001914,CONTRABAND,Betel nut (supari),37,nos,7228316,P000878
SZ000832,INC001919,CONTRABAND,Elephant ivory,333.46,kg,135913587,P000870
SZ000833,INC001921,CONTRABAND,Semi-finished frames,50,nos,13176322,P000166
SZ000834,INC001921,WEAPON,Machete (chopper),4,nos,95774,P000166
SZ000835,INC001921,CASH,Indian currency,1047326,INR,0,P000166
SZ000836,INC001927,CONTRABAND,Heroin,273,grams,433754612,P000102
SZ000837,INC001931,CONTRABAND,Live cartridges,33,nos,15993307,P000093
SZ000838,INC001931,WEAPON,Air weapon,3,nos,89358,P000093
SZ000839,INC001936,CASH,Indian currency,12947158,INR,0,P000085
SZ000840,INC001938,CASH,Indian currency,783985,INR,0,P000265
SZ000841,INC001942,CONTRABAND,Chinese firecrackers,41,nos,774076607,P000332
SZ000842,INC001954,CONTRABAND,Heroin,3.197,kg,221778643,P000945
SZ000843,INC001955,CASH,Indian currency,17385427,INR,0,P000265
SZ000844,INC001964,CASH,Indian currency,19206001,INR,0,P000507
SZ000845,INC001965,CONTRABAND,Heroin,128,grams,18284616,P000165
SZ000846,INC001967,CASH,Indian currency,12878911,INR,0,P000714
SZ000847,INC001971,CONTRABAND,Charas,8.256,kg,1245166,P000157
SZ000848,INC001973,CONTRABAND,Gold biscuits,33,nos,2169509302,P000849
SZ000849,INC001974,CASH,Indian currency,7115396,INR,0,P000023
SZ000850,INC001975,CONTRABAND,Methamphetamine,9.142,kg,535416421,P000129
SZ000851,INC001982,WEAPON,.32 bore revolver,3,nos,221154,P000959
SZ000852,INC001983,CONTRABAND,Charas,4.628,kg,15914461,P000169
SZ000853,INC001993,WEAPON,Knife,6,nos,47328,P000479
SZ000854,INC001994,CASH,Indian currency,5788765,INR,0,P000991
SZ000855,INC001999,CONTRABAND,Alprazolam tablets,269,grams,3207215,P000883
SZ000856,INC001999,CASH,Indian currency,939147,INR,0,P000883
SZ000857,INC002000,CONTRABAND,Ganja,0.725,kg,8550679,P000123
SZ000858,INC002002,CASH,Indian currency,8332198,INR,0,P000554
SZ000859,INC002003,CASH,Indian currency,7916268,INR,0,P000724
SZ000860,INC002006,CONTRABAND,Opium,279,grams,173010343,P000120
SZ000861,INC002006,CASH,Indian currency,9183477,INR,0,P000120
SZ000862,INC002010,CONTRABAND,Intaglio plates,812633,INR face value,240232642,P000586
SZ000863,INC002013,CASH,Indian currency,16494559,INR,0,P000924
SZ000864,INC002016,CASH,Indian currency,14557627,INR,0,P000924
SZ000865,INC002020,WEAPON,DBBL gun,6,nos,284538,P000785
SZ000866,INC002021,CASH,Indian currency,4835098,INR,0,P000350
SZ000867,INC002023,CONTRABAND,Live cartridges,9,nos,8138128,P000500
SZ000868,INC002030,CASH,Indian currency,4712537,INR,0,P000394
SZ000869,INC002031,CASH,Indian currency,12227204,INR,0,P000961
SZ000870,INC002036,CASH,Indian currency,540099,INR,0,P000899
SZ000871,INC002041,CASH,Indian currency,7745111,INR,0,P000964
SZ000872,INC002043,CONTRABAND,Opium,347,grams,200051286,P000969
SZ000873,INC002048,CONTRABAND,Live cartridges,52,nos,12702089,P000626
SZ000874,INC002048,WEAPON,.32 bore revolver,6,nos,160098,P000626
SZ000875,INC002049,WEAPON,DBBL gun,2,nos,201014,P000003
SZ000876,INC002054,CASH,Indian currency,11465776,INR,0,P000106
SZ000877,INC002057,CASH,Indian currency,4200584,INR,0,P000585
SZ000878,INC002058,CASH,Indian currency,14741837,INR,0,P000792
SZ000879,INC002060,CONTRABAND,Rifle barrels,26,nos,8771466,P000161
SZ000880,INC002062,WEAPON,AK-series rifle,6,nos,133199,P000415
SZ000881,INC002064,CONTRABAND,Chinese firecrackers,1,nos,25996416,P000852
SZ000882,INC002065,CONTRABAND,Rifle barrels,50,nos,14519900,P000481
SZ000883,INC002066,CONTRABAND,Shahtoosh shawls,410.22,kg,452449517,P000875
SZ000884,INC002066,CASH,Indian currency,15095020,INR,0,P000875
SZ000885,INC002067,CASH,Indian currency,5849831,INR,0,P000550
SZ000886,INC002070,WEAPON,.32 bore revolver,1,nos,233467,P000777
SZ000887,INC002071,CASH,Indian currency,1247965,INR,0,P000676
SZ000888,INC002075,CASH,Indian currency,19663811,INR,0,P000670
SZ000889,INC002077,CONTRABAND,Live cartridges,12,nos,2856578,P000111
SZ000890,INC002077,WEAPON,Air weapon,3,nos,278593,P000111
SZ000891,INC002077,CASH,Indian currency,13240777,INR,0,P000111
SZ000892,INC002079,CASH,Indian currency,17955208,INR,0,P000463
SZ000893,INC002080,CONTRABAND,Heroin,436,grams,11013731,P000653
SZ000894,INC002082,CASH,Indian currency,11198642,INR,0,P000165
SZ000895,INC002087,CONTRABAND,Chinese firecrackers,38,nos,1314703696,P000968
SZ000896,INC002091,CONTRABAND,Country-made pistols,52,nos,11881096,P000785
SZ000897,INC002091,WEAPON,AK-series rifle,2,nos,223238,P000785
SZ000898,INC002093,CONTRABAND,Country-made pistols,12,nos,3413209,P000164
SZ000899,INC002093,WEAPON,Machete (chopper),2,nos,161583,P000164
SZ000900,INC002094,CONTRABAND,Semi-finished frames,15,nos,4934066,P000841
SZ000901,INC002095,CASH,Indian currency,402203,INR,0,P000881
SZ000902,INC002096,WEAPON,Air weapon,5,nos,83186,P000936
SZ000903,INC002098,WEAPON,DBBL gun,1,nos,236333,P000893
SZ000904,INC002102,WEAPON,Knife,4,nos,181107,P000014
SZ000905,INC002104,CONTRABAND,Red sanders logs,545.96,kg,405085246,P000869
SZ000906,INC002106,CONTRABAND,Betel nut (supari),40,nos,4304508,P000311
SZ000907,INC002106,CASH,Indian currency,8064371,INR,0,P000311
SZ000908,INC002107,CASH,Indian currency,16360772,INR,0,P000558
SZ000909,INC002113,CONTRABAND,Elephant ivory,689.99,kg,164278495,P000877
SZ000910,INC002122,CASH,Indian currency,16750797,INR,0,P000211
SZ000911,INC002124,CASH,Indian currency,9407578,INR,0,P000845
SZ000912,INC002126,WEAPON,Machete (chopper),3,nos,123565,P000776
SZ000913,INC002126,CASH,Indian currency,3803750,INR,0,P000776
SZ000914,INC002128,CONTRABAND,Tiger nails,785.6,kg,132951266,P000861
SZ000915,INC002129,CASH,Indian currency,19152590,INR,0,P000667
SZ000916,INC002132,WEAPON,Knife,3,nos,283663,P000837
SZ000917,INC002136,CONTRABAND,Heroin,705,grams,649783665,P000644
SZ000918,INC002139,CONTRABAND,Mobile phones,33,nos,2360114640,P000307
SZ000919,INC002140,CASH,Indian currency,6012443,INR,0,P000782
SZ000920,INC002142,WEAPON,Air weapon,3,nos,131109,P000072
SZ000921,INC002142,CASH,Indian currency,18247046,INR,0,P000072
SZ000922,INC002143,CONTRABAND,Live cartridges,14,nos,4772845,P000823
SZ000923,INC002143,WEAPON,SBBL gun,2,nos,298133,P000823
SZ000924,INC002145,CASH,Indian currency,9552082,INR,0,P000528
SZ000925,INC002146,CONTRABAND,Chinese firecrackers,16,nos,701372,P000958
SZ000926,INC002149,CASH,Indian currency,13634381,INR,0,P000989
SZ000927,INC002152,WEAPON,Sword,4,nos,185586,P000516
SZ000928,INC002153,CONTRABAND,Mephedrone (MD),8.873,kg,400737138,P000917
SZ000929,INC002155,WEAPON,Sword,2,nos,85209,P000056
SZ000930,INC002155,CASH,Indian currency,5840244,INR,0,P000056
SZ000931,INC002158,WEAPON,SBBL gun,3,nos,177834,P000499
SZ000932,INC002159,CONTRABAND,Pangolin scales,650.6,kg,404660065,P000865
SZ000933,INC002161,CASH,Indian currency,9141500,INR,0,P000531
SZ000934,INC002165,CONTRABAND,Gold biscuits,18,nos,35597701,P000328
SZ000935,INC002169,CASH,Indian currency,17975376,INR,0,P000798
SZ000936,INC002170,CONTRABAND,Live cartridges,12,nos,13202838,P000769
SZ000937,INC002170,WEAPON,Improvised explosive material,1,nos,33529,P000769
SZ000938,INC002170,CASH,Indian currency,6876148,INR,0,P000769
SZ000939,INC002172,CASH,Indian currency,5546110,INR,0,P000762
SZ000940,INC002180,CONTRABAND,Opium,9.321,kg,229022059,P000167
SZ000941,INC002181,CONTRABAND,Elephant ivory,709.82,kg,41107558,P000873
SZ000942,INC002181,CASH,Indian currency,17241410,INR,0,P000873
SZ000943,INC002182,CONTRABAND,Opium,8.759,kg,386597818,P000924
SZ000944,INC002184,WEAPON,Knife,1,nos,6578,P000948
SZ000945,INC002185,CASH,Indian currency,1365079,INR,0,P000431
SZ000946,INC002186,CONTRABAND,Chinese firecrackers,6,nos,15877004,P000857
SZ000947,INC002188,WEAPON,.32 bore revolver,6,nos,194988,P000914
SZ000948,INC002190,CONTRABAND,Brown sugar,780,grams,670617833,P000967
SZ000949,INC002194,WEAPON,Country-made pistol (katta),5,nos,138877,P000776
SZ000950,INC002198,CONTRABAND,Betel nut (supari),4,nos,1670995406,P000847
SZ000951,INC002200,CASH,Indian currency,8199747,INR,0,P000748
