incident_id,fir_no,case_id,crime_type,ipc_section,bns_section,severity,bailable,ps_id,ps_name,location_id,area,city,state,latitude,longitude,incident_datetime,reported_datetime,investigating_agency,syndicate_id,syndicate_code,status,loss_or_value_inr,n_accused,source_reliability
INC001191,177/2024,CASE000081,DACOITY,395,310(2),8,0,PS000070,Chohtan Police Station,LOC000070,Chohtan,Barmer,Rajasthan,25.48114,71.04168,2024-01-25T00:32,2024-01-26T05:32,Income Tax Investigation Wing,,UNAFFILIATED,CHARGESHEETED,18023234,1,A
INC001192,787/2026,CASE000088,NDPS_POSSESSION,NDPS 22(b),-,5,0,PS000120,Maisuma Police Station,LOC000120,Maisuma,Srinagar,Jammu and Kashmir,34.06805,74.79591,2026-02-09T23:35,2026-02-11T20:35,Railway Protection Force,ORG000002,SYN-HER,CHARGESHEETED,0,3,D
INC001193,374/2026,CASE000067,NDPS_POSSESSION,NDPS 22(b),-,5,0,PS000066,Nokha Police Station,LOC000066,Nokha,Bikaner,Rajasthan,27.56853,73.4757,2026-02-22T19:41,2026-02-23T06:41,Special Task Force (STF),ORG000002,SYN-HER,UNDER_INVESTIGATION,0,3,B
INC001194,042/2024,CASE000033,FORGERY,465/468,336(3),4,1,PS000058,Nakodar Police Station,LOC000058,Nakodar,Jalandhar,Punjab,31.1138,75.47897,2024-06-11T07:19,2024-06-13T14:19,Narcotics Control Bureau,,UNAFFILIATED,UNDER_INVESTIGATION,0,1,A
INC001195,763/2026,CASE000043,MURDER,302,103(1),10,0,PS000054,Ajnala Police Station,LOC000054,Ajnala,Amritsar,Punjab,31.83946,74.75814,2026-04-04T14:17,2026-04-06T16:17,Narcotics Control Bureau,ORG000014,SYN-SHK,UNDER_INVESTIGATION,0,3,D
INC001196,733/2025,CASE000075,MURDER,302,103(1),10,0,PS000009,Yerwada Police Station,LOC000009,Yerwada,Pune,Maharashtra,18.54781,73.88111,2025-04-03T06:13,2025-04-04T18:13,Anti-Narcotics Cell,,UNAFFILIATED,CHARGESHEETED,0,7,A
INC001197,797/2020,CASE000155,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000120,Maisuma Police Station,LOC000120,Maisuma,Srinagar,Jammu and Kashmir,34.06805,74.79591,2020-07-15T17:13,2020-07-16T08:13,Enforcement Directorate,ORG000002,SYN-HER,UNDER_INVESTIGATION,7289679,2,B
INC001198,564/2025,CASE000097,ATTEMPT_TO_MURDER,307,109,8,0,PS000035,Kadamkuan Police Station,LOC000035,Kadamkuan,Patna,Bihar,25.62537,85.1468,2025-02-13T08:00,2025-02-14T15:00,State Intelligence Department,ORG000005,SYN-MIN,CHARGESHEETED,0,4,B
INC001199,517/2025,CASE000030,BETTING_GAMBLING,Gambling Act 3/4,-,2,1,PS000022,Paharganj Police Station,LOC000022,Paharganj,New Delhi,Delhi,28.64769,77.22086,2025-11-14T01:59,2025-11-14T04:59,State Intelligence Department,ORG000012,SYN-BET,UNDER_INVESTIGATION,350732116,1,A
INC001200,407/2023,CASE000080,EXTORTION,384/387,308,6,0,PS000119,Vasco Police Station,LOC000119,Vasco,South Goa,Goa,15.40014,73.81334,2023-07-02T14:46,2023-07-03T16:46,Cyber Crime Cell,,UNAFFILIATED,UNDER_INVESTIGATION,21669672,1,D
INC001201,885/2023,CASE000092,CHEATING_FRAUD,420,318(4),5,1,PS000111,Chitrakonda Police Station,LOC000111,Chitrakonda,Malkangiri,Odisha,18.09702,82.10019,2023-06-29T02:51,2023-07-01T20:51,Central Bureau of Investigation,ORG000011,SYN-PON,CONVICTED,4682032,2,C
INC001202,820/2025,CASE000025,KIDNAP_FOR_RANSOM,364A,140(2),9,0,PS000024,Chakeri Police Station,LOC000024,Chakeri,Kanpur,Uttar Pradesh,26.41802,80.40132,2025-01-13T12:27,2025-01-13T20:27,Central Bureau of Investigation,ORG000013,SYN-KDN,CHARGESHEETED,22341558,4,C
INC001203,386/2024,CASE000111,VEHICLE_THEFT,379/411,303(2),3,1,PS000029,Rajghat Police Station,LOC000029,Rajghat,Gorakhpur,Uttar Pradesh,26.76019,83.36182,2024-11-14T23:31,2024-11-15T06:31,Anti-Narcotics Cell,ORG000008,SYN-VEH,CHARGESHEETED,0,4,D
INC001204,684/2025,CASE000059,CHEATING_FRAUD,420,318(4),5,1,PS000109,Nayapalli Police Station,LOC000109,Nayapalli,Bhubaneswar,Odisha,20.28446,85.8132,2025-08-19T10:04,2025-08-19T12:04,Cyber Crime Cell,ORG000011,SYN-PON,UNDER_INVESTIGATION,920668329,4,B
INC001205,360/2026,CASE000032,MURDER,302,103(1),10,0,PS000016,Seelampur Police Station,LOC000016,Seelampur,New Delhi,Delhi,28.67711,77.27533,2026-06-25T21:56,2026-06-28T03:56,Enforcement Directorate,ORG000014,SYN-SHK,UNTRACED,0,2,D
INC001206,483/2019,CASE000155,ARMS_ACT,Arms Act 25/27,-,6,0,PS000068,Kaman Police Station,LOC000068,Kaman,Bharatpur,Rajasthan,27.6531,77.26593,2019-02-22T15:37,2019-02-23T00:37,Enforcement Directorate,ORG000002,SYN-HER,CONVICTED,0,4,C
INC001207,157/2024,CASE000059,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000109,Nayapalli Police Station,LOC000109,Nayapalli,Bhubaneswar,Odisha,20.28446,85.8132,2024-10-29T08:51,2024-10-30T03:51,Cyber Crime Cell,ORG000011,SYN-PON,CHARGESHEETED,1161670,5,A
INC001208,518/2024,CASE000127,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000115,Sutarkandi Police Station,LOC000115,Sutarkandi,Karimganj,Assam,24.87968,92.34231,2024-01-20T22:12,2024-01-23T06:12,Special Task Force (STF),ORG000009,SYN-FIC,UNDER_INVESTIGATION,1159427,1,A
INC001209,452/2025,CASE000009,ARMS_ACT,Arms Act 25/27,-,6,0,PS000078,Rau Police Station,LOC000078,Rau,Indore,Madhya Pradesh,22.64914,75.80858,2025-11-01T03:54,2025-11-03T20:54,Enforcement Directorate,ORG000007,SYN-ARM,UNTRACED,0,1,C
INC001210,780/2023,CASE000055,BETTING_GAMBLING,Gambling Act 3/4,-,2,1,PS000083,Charminar Police Station,LOC000083,Charminar,Hyderabad,Telangana,17.35976,78.47486,2023-08-02T09:06,2023-08-03T18:06,Directorate of Revenue Intelligence,ORG000012,SYN-BET,CHARGESHEETED,1556741,2,B
INC001211,318/2025,CASE000089,CHEATING_FRAUD,420,318(4),5,1,PS000010,Kondhwa Police Station,LOC000010,Kondhwa,Pune,Maharashtra,18.45704,73.8876,2025-05-15T02:03,2025-05-15T07:03,State Police - Crime Branch,ORG000004,SYN-HAW,UNTRACED,801931,4,D
INC001212,610/2026,CASE000007,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000069,Ramgarh Police Station,LOC000069,Ramgarh,Alwar,Rajasthan,27.52158,76.62084,2026-05-30T20:07,2026-05-31T15:07,Anti-Terrorism Squad (ATS),ORG000012,SYN-BET,UNDER_INVESTIGATION,1607622,2,B
INC001213,866/2026,CASE000119,RIOTING,147/148,191(2),4,1,PS000078,Rau Police Station,LOC000078,Rau,Indore,Madhya Pradesh,22.64914,75.80858,2026-04-01T16:49,2026-04-04T02:49,Economic Offences Wing,ORG000005,SYN-MIN,CHARGESHEETED,0,1,D
INC001214,829/2025,CASE000095,CHEATING_FRAUD,420,318(4),5,1,PS000103,Sandur Police Station,LOC000103,Sandur,Ballari,Karnataka,15.10763,76.5405,2025-07-13T20:47,2025-07-16T11:47,State Police - Crime Branch,ORG000012,SYN-BET,CHARGESHEETED,1926409,3,D
INC001215,744/2024,CASE000103,CRIMINAL_CONSPIRACY,120B,61(2),5,0,PS000036,Kasim Bazaar Police Station,LOC000036,Kasim Bazaar,Munger,Bihar,25.3687,86.46907,2024-12-20T00:51,2024-12-21T16:51,State Police - Crime Branch,ORG000006,SYN-TRF,CHARGESHEETED,0,1,C
INC001216,830/2025,CASE000002,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000066,Nokha Police Station,LOC000066,Nokha,Bikaner,Rajasthan,27.56853,73.4757,2025-03-03T15:58,2025-03-06T15:58,Cyber Crime Cell,ORG000002,SYN-HER,UNDER_INVESTIGATION,639902068,7,B
INC001217,850/2023,CASE000056,NDPS_POSSESSION,NDPS 22(b),-,5,0,PS000123,Bhairamgarh Police Station,LOC000123,Bhairamgarh,Bijapur,Chhattisgarh,18.79608,80.7942,2023-02-02T19:59,2023-02-04T19:59,Railway Protection Force,,UNAFFILIATED,UNDER_INVESTIGATION,0,1,C
INC001218,877/2023,CASE000004,ATTEMPT_TO_MURDER,307,109,8,0,PS000069,Ramgarh Police Station,LOC000069,Ramgarh,Alwar,Rajasthan,27.52158,76.62084,2023-08-06T08:12,2023-08-08T03:12,Railway Protection Force,ORG000005,SYN-MIN,UNDER_INVESTIGATION,0,4,A
INC001219,090/2024,CASE000010,DACOITY,395,310(2),8,0,PS000045,Hatia Police Station,LOC000045,Hatia,Ranchi,Jharkhand,23.30257,85.31951,2024-02-03T22:56,2024-02-05T18:56,State Intelligence Department,,UNAFFILIATED,CONVICTED,40657230,1,C
INC001220,324/2024,CASE000104,RIOTING,147/148,191(2),4,1,PS000113,Paltan Bazaar Police Station,LOC000113,Paltan Bazaar,Guwahati,Assam,26.17357,91.75925,2024-08-02T08:13,2024-08-04T14:13,Special Task Force (STF),,UNAFFILIATED,UNDER_INVESTIGATION,0,3,A
INC001221,893/2021,CASE000152,NDPS_TRAFFICKING,NDPS 21(c)/29,-,9,0,PS000011,Kamptee Police Station,LOC000011,Kamptee,Nagpur,Maharashtra,21.22695,79.19707,2021-09-08T07:55,2021-09-09T10:55,Income Tax Investigation Wing,ORG000010,SYN-GAN,UNDER_INVESTIGATION,149148328,3,B
INC001222,279/2024,CASE000104,RIOTING,147/148,191(2),4,1,PS000084,Kukatpally Police Station,LOC000084,Kukatpally,Hyderabad,Telangana,17.48623,78.40974,2024-12-09T13:16,2024-12-11T17:16,Special Task Force (STF),,UNAFFILIATED,CHARGESHEETED,0,3,B
INC001223,284/2025,CASE000149,CHEATING_FRAUD,420,318(4),5,1,PS000008,Vashi Police Station,LOC000008,Vashi,Navi Mumbai,Maharashtra,19.08218,72.99119,2025-11-16T13:50,2025-11-17T11:50,Enforcement Directorate,ORG000004,SYN-HAW,CHARGESHEETED,1998327,2,B
INC001224,380/2025,CASE000067,ARMS_ACT,Arms Act 25/27,-,6,0,PS000060,Punhana Police Station,LOC000060,Punhana,Nuh,Haryana,27.86723,77.21101,2025-07-05T15:18,2025-07-07T19:18,Special Task Force (STF),ORG000002,SYN-HER,UNDER_INVESTIGATION,0,4,C
INC001225,679/2023,CASE000058,CRIMINAL_CONSPIRACY,120B,61(2),5,0,PS000115,Sutarkandi Police Station,LOC000115,Sutarkandi,Karimganj,Assam,24.87968,92.34231,2023-10-22T06:39,2023-10-22T17:39,Economic Offences Wing,ORG000006,SYN-TRF,CONVICTED,0,2,C
INC001226,372/2025,CASE000080,EXTORTION,384/387,308,6,0,PS000111,Chitrakonda Police Station,LOC000111,Chitrakonda,Malkangiri,Odisha,18.09702,82.10019,2025-06-22T11:33,2025-06-24T12:33,Cyber Crime Cell,,UNAFFILIATED,UNTRACED,13881774,2,A
INC001227,356/2025,CASE000031,ROBBERY,392,309(4),6,0,PS000103,Sandur Police Station,LOC000103,Sandur,Ballari,Karnataka,15.10763,76.5405,2025-10-28T11:20,2025-10-28T12:20,Special Task Force (STF),,UNAFFILIATED,UNTRACED,39782322,3,A
INC001228,593/2026,CASE000154,CHIT_FUND_PONZI,BUDS Act 21,318(4),6,1,PS000121,Uri Police Station,LOC000121,Uri,Baramulla,Jammu and Kashmir,34.0833,74.04758,2026-01-25T09:12,2026-01-26T19:12,Income Tax Investigation Wing,,UNAFFILIATED,CHARGESHEETED,2629159665,2,C
INC001229,395/2026,CASE000048,BETTING_GAMBLING,Gambling Act 3/4,-,2,1,PS000068,Kaman Police Station,LOC000068,Kaman,Bharatpur,Rajasthan,27.6531,77.26593,2026-06-10T09:12,2026-06-12T21:12,Income Tax Investigation Wing,ORG000012,SYN-BET,ACQUITTED,1784231,1,C
INC001230,803/2025,CASE000013,RIOTING,147/148,191(2),4,1,PS000109,Nayapalli Police Station,LOC000109,Nayapalli,Bhubaneswar,Odisha,20.28446,85.8132,2025-03-23T16:16,2025-03-25T22:16,Anti-Terrorism Squad (ATS),,UNAFFILIATED,UNDER_INVESTIGATION,0,3,A
INC001231,657/2019,CASE000020,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000115,Sutarkandi Police Station,LOC000115,Sutarkandi,Karimganj,Assam,24.87968,92.34231,2019-11-15T17:05,2019-11-18T02:05,State Intelligence Department,ORG000011,SYN-PON,UNDER_INVESTIGATION,1600512,2,A
INC001232,626/2025,CASE000126,RIOTING,147/148,191(2),4,1,PS000095,Melur Police Station,LOC000095,Melur,Madurai,Tamil Nadu,10.02224,78.3489,2025-11-22T11:06,2025-11-24T16:06,Economic Offences Wing,ORG000005,SYN-MIN,CHARGESHEETED,0,2,B
INC001233,034/2025,CASE000095,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000009,Yerwada Police Station,LOC000009,Yerwada,Pune,Maharashtra,18.54781,73.88111,2025-10-12T20:07,2025-10-15T16:07,State Police - Crime Branch,ORG000012,SYN-BET,UNDER_INVESTIGATION,48013240,3,A
INC001234,387/2024,CASE000104,RIOTING,147/148,191(2),4,1,PS000043,Sarwan Police Station,LOC000043,Sarwan,Deoghar,Jharkhand,24.47171,86.69972,2024-07-06T13:56,2024-07-06T14:56,Special Task Force (STF),,UNAFFILIATED,CONVICTED,0,7,C
INC001235,253/2018,CASE000085,ORGANISED_CRIME,MCOCA 3(1),111,10,0,PS000112,Berhampur Police Station,LOC000112,Berhampur,Ganjam,Odisha,19.31878,84.78231,2018-05-16T18:29,2018-05-17T13:29,Narcotics Control Bureau,,UNAFFILIATED,UNDER_INVESTIGATION,0,3,C
INC001236,448/2025,CASE000034,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000067,Chomu Police Station,LOC000067,Chomu,Jaipur,Rajasthan,27.16846,75.72915,2025-09-27T05:05,2025-09-28T04:05,Enforcement Directorate,ORG000012,SYN-BET,ACQUITTED,42063096,4,B
INC001237,652/2023,CASE000009,ARMS_ACT,Arms Act 25/27,-,6,0,PS000004,Bhendi Bazaar Police Station,LOC000004,Bhendi Bazaar,Mumbai,Maharashtra,18.95981,72.82064,2023-07-30T00:26,2023-08-01T12:26,Enforcement Directorate,ORG000007,SYN-ARM,CHARGESHEETED,0,1,B
INC001238,442/2023,CASE000122,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000064,Ballabgarh Police Station,LOC000064,Ballabgarh,Faridabad,Haryana,28.34729,77.32805,2023-02-04T01:56,2023-02-06T00:56,Narcotics Control Bureau,ORG000002,SYN-HER,CHARGESHEETED,134428,4,D
INC001239,783/2022,CASE000106,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000096,Ukkadam Police Station,LOC000096,Ukkadam,Coimbatore,Tamil Nadu,10.99091,76.96669,2022-05-11T14:22,2022-05-12T02:22,Anti-Narcotics Cell,ORG000015,SYN-WLD,CHARGESHEETED,1803275,1,D
INC001240,571/2024,CASE000096,CRIMINAL_CONSPIRACY,120B,61(2),5,0,PS000098,Srirangam Police Station,LOC000098,Srirangam,Trichy,Tamil Nadu,10.86798,78.69592,2024-01-02T00:33,2024-01-02T08:33,Economic Offences Wing,ORG000015,SYN-WLD,UNDER_INVESTIGATION,0,3,C
INC001241,835/2023,CASE000014,CHEATING_FRAUD,420,318(4),5,1,PS000072,Varachha Police Station,LOC000072,Varachha,Surat,Gujarat,21.19637,72.86136,2023-06-25T19:31,2023-06-27T00:31,Income Tax Investigation Wing,ORG000012,SYN-BET,CHARGESHEETED,48231584,2,B
INC001242,315/2024,CASE000091,ROBBERY,392,309(4),6,0,PS000058,Nakodar Police Station,LOC000058,Nakodar,Jalandhar,Punjab,31.1138,75.47897,2024-10-10T18:44,2024-10-13T11:44,Economic Offences Wing,ORG000008,SYN-VEH,UNDER_INVESTIGATION,21835514,2,B
INC001243,497/2024,CASE000054,FORGERY,465/468,336(3),4,1,PS000048,Rajabazar Police Station,LOC000048,Rajabazar,Kolkata,West Bengal,22.57998,88.37543,2024-01-14T04:27,2024-01-15T21:27,Enforcement Directorate,ORG000015,SYN-WLD,UNDER_INVESTIGATION,0,2,B
INC001244,349/2019,CASE000086,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000020,Nangloi Police Station,LOC000020,Nangloi,New Delhi,Delhi,28.68418,77.06042,2019-08-22T10:06,2019-08-23T14:06,Directorate of Revenue Intelligence,ORG000004,SYN-HAW,UNDER_INVESTIGATION,402552,1,B
INC001245,489/2026,CASE000119,ILLEGAL_MINING,MMDR 21(1),-,4,1,PS000080,Morar Police Station,LOC000080,Morar,Gwalior,Madhya Pradesh,26.22147,78.20426,2026-03-29T16:08,2026-03-29T23:08,Economic Offences Wing,ORG000005,SYN-MIN,UNTRACED,0,1,A
INC001246,376/2024,CASE000141,MURDER,302,103(1),10,0,PS000004,Bhendi Bazaar Police Station,LOC000004,Bhendi Bazaar,Mumbai,Maharashtra,18.95981,72.82064,2024-07-12T21:01,2024-07-14T13:01,State Intelligence Department,ORG000001,SYN-EXT,UNTRACED,0,2,B
INC001247,253/2026,CASE000032,ATTEMPT_TO_MURDER,307,109,8,0,PS000060,Punhana Police Station,LOC000060,Punhana,Nuh,Haryana,27.86723,77.21101,2026-06-28T11:20,2026-07-01T02:20,Enforcement Directorate,ORG000014,SYN-SHK,UNTRACED,0,2,A
INC001248,570/2020,CASE000071,LAND_GRABBING,441/447,329,4,1,PS000047,Metiabruz Police Station,LOC000047,Metiabruz,Kolkata,West Bengal,22.53329,88.31358,2020-11-16T14:08,2020-11-18T05:08,Special Task Force (STF),,UNAFFILIATED,CONVICTED,0,2,A
INC001249,639/2023,CASE000149,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000076,Karelibaug Police Station,LOC000076,Karelibaug,Vadodara,Gujarat,22.32869,73.19409,2023-10-12T02:57,2023-10-13T17:57,Enforcement Directorate,ORG000004,SYN-HAW,ACQUITTED,1273306,7,D
INC001250,579/2018,CASE000153,MURDER,302,103(1),10,0,PS000005,Andheri Police Station,LOC000005,Andheri,Mumbai,Maharashtra,19.11407,72.84691,2018-11-19T13:17,2018-11-21T18:17,State Intelligence Department,ORG000007,SYN-ARM,ACQUITTED,0,1,A
INC001251,180/2026,CASE000104,RIOTING,147/148,191(2),4,1,PS000046,Bengabad Police Station,LOC000046,Bengabad,Giridih,Jharkhand,24.1853,86.30745,2026-05-28T08:48,2026-05-30T20:48,Special Task Force (STF),,UNAFFILIATED,CHARGESHEETED,0,1,B
INC001252,878/2025,CASE000011,CRIMINAL_CONSPIRACY,120B,61(2),5,0,PS000052,Matigara Police Station,LOC000052,Matigara,Siliguri,West Bengal,26.72719,88.37142,2025-10-21T02:29,2025-10-22T08:29,Economic Offences Wing,ORG000009,SYN-FIC,CONVICTED,0,2,B
INC001253,488/2021,CASE000100,NDPS_TRAFFICKING,NDPS 21(c)/29,-,9,0,PS000090,Mangalagiri Police Station,LOC000090,Mangalagiri,Guntur,Andhra Pradesh,16.43011,80.55502,2021-07-18T12:35,2021-07-19T21:35,State Intelligence Department,,UNAFFILIATED,UNTRACED,577320369,2,A
INC001254,520/2021,CASE000027,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000121,Uri Police Station,LOC000121,Uri,Baramulla,Jammu and Kashmir,34.0833,74.04758,2021-06-01T10:50,2021-06-02T19:50,State Police - Crime Branch,ORG000002,SYN-HER,UNDER_INVESTIGATION,186057,4,B
INC001255,099/2025,CASE000063,CRIMINAL_CONSPIRACY,120B,61(2),5,0,PS000001,Dongri Police Station,LOC000001,Dongri,Mumbai,Maharashtra,18.96279,72.8275,2025-06-07T03:43,2025-06-09T09:43,Anti-Terrorism Squad (ATS),ORG000001,SYN-EXT,UNTRACED,0,4,C
INC001256,546/2022,CASE000105,MURDER,302,103(1),10,0,PS000080,Morar Police Station,LOC000080,Morar,Gwalior,Madhya Pradesh,26.22147,78.20426,2022-09-11T09:49,2022-09-11T13:49,Income Tax Investigation Wing,ORG000007,SYN-ARM,UNTRACED,0,2,C
INC001257,184/2023,CASE000022,EXTORTION,384/387,308,6,0,PS000042,Karmatanr Police Station,LOC000042,Karmatanr,Jamtara,Jharkhand,23.95479,86.79482,2023-07-15T15:57,2023-07-16T06:57,State Police - Crime Branch,ORG000013,SYN-KDN,UNDER_INVESTIGATION,8946762,4,C
INC001258,648/2022,CASE000046,KIDNAP_FOR_RANSOM,364A,140(2),9,0,PS000044,Jharia Police Station,LOC000044,Jharia,Dhanbad,Jharkhand,23.74956,86.41065,2022-10-15T17:19,2022-10-16T06:19,Narcotics Control Bureau,,UNAFFILIATED,CHARGESHEETED,39968441,1,B
INC001259,765/2026,CASE000010,DACOITY,395,310(2),8,0,PS000032,Baradari Police Station,LOC000032,Baradari,Bareilly,Uttar Pradesh,28.3677,79.43192,2026-02-23T16:09,2026-02-24T21:09,State Intelligence Department,,UNAFFILIATED,UNDER_INVESTIGATION,46408645,1,A
INC001260,066/2023,CASE000092,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000037,Mithanpura Police Station,LOC000037,Mithanpura,Muzaffarpur,Bihar,26.12944,85.39524,2023-02-07T10:43,2023-02-09T15:43,Central Bureau of Investigation,ORG000011,SYN-PON,CONVICTED,2297473815,5,D
INC001261,471/2020,CASE000100,NDPS_TRAFFICKING,NDPS 21(c)/29,-,9,0,PS000078,Rau Police Station,LOC000078,Rau,Indore,Madhya Pradesh,22.64914,75.80858,2020-08-28T12:52,2020-08-30T08:52,State Intelligence Department,,UNAFFILIATED,UNTRACED,223633970,1,D
INC001262,345/2024,CASE000016,MURDER,302,103(1),10,0,PS000088,Gajuwaka Police Station,LOC000088,Gajuwaka,Visakhapatnam,Andhra Pradesh,17.67545,83.2021,2024-11-02T22:09,2024-11-03T08:09,Narcotics Control Bureau,,UNAFFILIATED,UNDER_INVESTIGATION,0,1,C
INC001263,020/2023,CASE000122,ARMS_ACT,Arms Act 25/27,-,6,0,PS000017,Jamia Nagar Police Station,LOC000017,Jamia Nagar,New Delhi,Delhi,28.55756,77.28271,2023-04-07T20:24,2023-04-09T17:24,Narcotics Control Bureau,ORG000002,SYN-HER,CONVICTED,0,3,A
INC001264,085/2026,CASE000147,CHEATING_FRAUD,420,318(4),5,1,PS000068,Kaman Police Station,LOC000068,Kaman,Bharatpur,Rajasthan,27.6531,77.26593,2026-03-07T21:21,2026-03-10T14:21,Income Tax Investigation Wing,ORG000012,SYN-BET,CHARGESHEETED,47927541,2,D
INC001265,286/2023,CASE000154,CHIT_FUND_PONZI,BUDS Act 21,318(4),6,1,PS000116,Moreh Police Station,LOC000116,Moreh,Imphal,Manipur,24.25418,94.30003,2023-04-29T09:06,2023-04-30T04:06,Income Tax Investigation Wing,,UNAFFILIATED,CHARGESHEETED,7591893,2,D
INC001266,742/2025,CASE000102,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000016,Seelampur Police Station,LOC000016,Seelampur,New Delhi,Delhi,28.67711,77.27533,2025-12-24T01:17,2025-12-26T21:17,Anti-Terrorism Squad (ATS),ORG000015,SYN-WLD,UNDER_INVESTIGATION,6843144,5,A
INC001267,614/2024,CASE000140,MONEY_LAUNDERING,PMLA 3/4,-,7,0,PS000047,Metiabruz Police Station,LOC000047,Metiabruz,Kolkata,West Bengal,22.53329,88.31358,2024-07-02T02:02,2024-07-03T22:02,Enforcement Directorate,ORG000003,SYN-CYB,UNDER_INVESTIGATION,200698,2,D
INC001268,645/2026,CASE000156,LAND_GRABBING,441/447,329,4,1,PS000008,Vashi Police Station,LOC000008,Vashi,Navi Mumbai,Maharashtra,19.08218,72.99119,2026-05-22T01:17,2026-05-22T23:17,Anti-Terrorism Squad (ATS),ORG000001,SYN-EXT,UNDER_INVESTIGATION,0,5,A
INC001269,728/2023,CASE000053,MURDER,302,103(1),10,0,PS000098,Srirangam Police Station,LOC000098,Srirangam,Trichy,Tamil Nadu,10.86798,78.69592,2023-09-16T14:56,2023-09-16T16:56,Enforcement Directorate,ORG000005,SYN-MIN,UNDER_INVESTIGATION,0,5,D
INC001270,545/2025,CASE000058,FORGERY,465/468,336(3),4,1,PS000016,Seelampur Police Station,LOC000016,Seelampur,New Delhi,Delhi,28.67711,77.27533,2025-03-13T06:08,2025-03-14T12:08,Economic Offences Wing,ORG000006,SYN-TRF,CHARGESHEETED,0,1,B
INC001271,103/2025,CASE000071,LAND_GRABBING,441/447,329,4,1,PS000113,Paltan Bazaar Police Station,LOC000113,Paltan Bazaar,Guwahati,Assam,26.17357,91.75925,2025-02-04T09:52,2025-02-06T11:52,Special Task Force (STF),,UNAFFILIATED,UNDER_INVESTIGATION,0,2,C
INC001272,716/2023,CASE000079,FICN_COUNTERFEIT,489B/489C,179,8,0,PS000038,Chandauti Police Station,LOC000038,Chandauti,Gaya,Bihar,24.78741,84.99597,2023-01-09T00:56,2023-01-10T04:56,Special Task Force (STF),ORG000009,SYN-FIC,UNDER_INVESTIGATION,735591445,3,B
INC001273,233/2025,CASE000034,EXTORTION,384/387,308,6,0,PS000073,Mundra Police Station,LOC000073,Mundra,Kutch,Gujarat,22.83708,69.72983,2025-06-06T20:10,2025-06-09T05:10,Enforcement Directorate,ORG000012,SYN-BET,ACQUITTED,39801868,1,B
INC001274,602/2026,CASE000062,LAND_GRABBING,441/447,329,4,1,PS000065,Osian Police Station,LOC000065,Osian,Jodhpur,Rajasthan,26.71758,72.91971,2026-05-21T22:26,2026-05-22T18:26,Income Tax Investigation Wing,,UNAFFILIATED,UNTRACED,0,5,A
INC001275,158/2022,CASE000054,SMUGGLING_CUSTOMS,Customs Act 135,-,5,1,PS000078,Rau Police Station,LOC000078,Rau,Indore,Madhya Pradesh,22.64914,75.80858,2022-04-11T13:41,2022-04-12T23:41,Enforcement Directorate,ORG000015,SYN-WLD,UNDER_INVESTIGATION,30001716,3,A
INC001276,680/2022,CASE000138,WILDLIFE_TRAFFICKING,WLPA 51,-,6,0,PS000059,Rampura Phul Police Station,LOC000059,Rampura Phul,Bathinda,Punjab,30.26925,75.24749,2022-02-21T06:27,2022-02-22T22:27,Anti-Terrorism Squad (ATS),,UNAFFILIATED,CHARGESHEETED,345778806,5,A
INC001277,515/2025,CASE000114,NDPS_TRAFFICKING,NDPS 21(c)/29,-,9,0,PS000062,Gohana Police Station,LOC000062,Gohana,Sonipat,Haryana,29.14638,76.70853,2025-12-08T12:59,2025-12-11T08:59,State Intelligence Department,ORG000002,SYN-HER,CHARGESHEETED,413525381,5,C
INC001278,785/2021,CASE000017,ATTEMPT_TO_MURDER,307,109,8,0,PS000070,Chohtan Police Station,LOC000070,Chohtan,Barmer,Rajasthan,25.48114,71.04168,2021-04-11T08:06,2021-04-12T15:06,Central Bureau of Investigation,ORG000005,SYN-MIN,UNDER_INVESTIGATION,0,4,C
INC001279,721/2026,CASE000134,FORGERY,465/468,336(3),4,1,PS000103,Sandur Police Station,LOC000103,Sandur,Ballari,Karnataka,15.10763,76.5405,2026-02-25T09:11,2026-02-27T12:11,Directorate of Revenue Intelligence,ORG000006,SYN-TRF,UNTRACED,0,3,D
INC001280,711/2023,CASE000053,ATTEMPT_TO_MURDER,307,109,8,0,PS000041,Khajanchi Hat Police Station,LOC000041,Khajanchi Hat,Purnia,Bihar,25.78858,87.47757,2023-10-28T03:15,2023-10-28T15:15,Enforcement Directorate,ORG000005,SYN-MIN,CONVICTED,0,2,A
