device_id,imei,make,model,is_dual_sim,first_seen
DEV000963,491737899642162,Samsung,M52,1,2023-10-04
DEV000964,863602299832764,Samsung,M93,1,2022-08-01
DEV000965,018072611779669,Oppo,M15,1,2024-04-30
DEV000966,011464899515713,OnePlus,M61,1,2024-08-28
DEV000967,864633103123366,Vivo,M57,1,2023-02-14
DEV000968,497259089020176,Samsung,M76,1,2025-09-12
DEV000969,868737370511321,OnePlus,M90,1,2021-12-30
DEV000970,499051449494264,Vivo,M50,0,2023-01-15
DEV000971,018274069435797,Apple,M40,0,2020-01-29
DEV000972,354958081944752,Nokia,M58,0,2018-05-09
DEV000973,358590993223835,Samsung,M62,1,2021-08-25
DEV000974,869320517629274,Lava,M41,1,2025-03-27
DEV000975,498519323037478,Realme,M45,1,2025-09-01
DEV000976,860370034223928,OnePlus,M41,0,2026-02-23
DEV000977,016151923144361,Nokia,M28,0,2020-06-19
DEV000978,862291532543999,Apple,M78,0,2026-04-09
DEV000979,355192624377632,Samsung,M44,1,2022-03-08
DEV000980,869388062353959,Lava,M73,0,2019-11-11
DEV000981,350662994532866,Oppo,M47,1,2019-06-20
DEV000982,018346361962089,OnePlus,M41,0,2018-04-16
DEV000983,018061871697475,Realme,M68,0,2022-02-14
DEV000984,863494826099148,Realme,M57,1,2022-01-17
DEV000985,354824254497455,Samsung,M81,1,2024-07-10
DEV000986,492103787424835,Tecno,M93,0,2022-12-14
DEV000987,868991164260625,Apple,M18,0,2025-03-16
DEV000988,499989708369609,Oppo,M30,1,2021-02-16
DEV000989,498765741781513,Lava,M75,0,2023-02-13
DEV000990,496620897598640,Nokia,M64,1,2025-08-04
DEV000991,012393222074136,Samsung,M62,1,2018-09-01
DEV000992,498212697046376,Tecno,M56,1,2026-04-24
DEV000993,863463306138338,Oppo,M31,1,2024-10-19
DEV000994,353991478938018,Apple,M56,0,2025-12-16
DEV000995,862819918094914,Apple,M37,1,2024-05-31
DEV000996,355336073262986,OnePlus,M62,0,2024-10-16
DEV000997,010601936352234,Apple,M30,1,2021-08-29
DEV000998,353872666457353,Lava,M45,0,2022-02-09
DEV000999,499035421771650,Apple,M81,0,2023-02-13
DEV001000,014442056706248,OnePlus,M51,1,2022-10-05
DEV001001,868856867914869,Vivo,M56,1,2019-11-25
DEV001002,352676129754361,Realme,M10,1,2022-06-29
DEV001003,359386465248706,Vivo,M89,1,2020-12-22
DEV001004,860459615176024,Lava,M83,1,2021-02-09
DEV001005,868674600198013,OnePlus,M50,1,2026-02-15
DEV001006,498074882967820,Samsung,M11,1,2020-05-29
DEV001007,496480489756885,Xiaomi,M19,0,2024-09-06
DEV001008,353988058781039,Xiaomi,M82,0,2023-12-22
DEV001009,864363942910663,Tecno,M84,1,2018-01-18
DEV001010,352600534906020,Samsung,M88,1,2022-12-12
DEV001011,490026552309010,Oppo,M67,1,2023-05-31
DEV001012,358815571600715,Oppo,M69,1,2022-05-06
DEV001013,012009108454357,Oppo,M23,0,2024-02-19
DEV001014,495537340249041,Xiaomi,M91,1,2020-01-01
DEV001015,358107209605661,Lava,M78,1,2023-12-12
DEV001016,012418523699892,Realme,M40,1,2020-09-09
DEV001017,354802053419611,Samsung,M44,1,2020-04-29
DEV001018,490193227093347,Realme,M11,0,2018-04-17
DEV001019,354153003376925,Tecno,M44,1,2021-03-26
DEV001020,356609855801287,Tecno,M27,1,2025-12-14
DEV001021,015885065001368,Apple,M55,1,2025-10-11
DEV001022,495310715125206,Lava,M66,1,2019-04-15
DEV001023,868149112551794,Tecno,M46,1,2023-05-08
DEV001024,353575605820217,Tecno,M86,1,2025-08-17
DEV001025,358560383847591,Oppo,M35,1,2018-05-22
DEV001026,015998520085917,Realme,M96,1,2020-03-12
DEV001027,355927450416735,Xiaomi,M35,1,2025-09-30
DEV001028,016929904360458,Apple,M25,0,2021-04-02
DEV001029,862886833347605,Tecno,M63,1,2020-05-18
DEV001030,351774988372524,Oppo,M39,0,2026-03-15
DEV001031,864622369594810,Nokia,M23,1,2025-04-28
DEV001032,351199122666611,OnePlus,M23,1,2020-05-21
DEV001033,495699088903243,Samsung,M91,1,2023-07-25
DEV001034,010910615613431,Realme,M53,1,2018-08-23
DEV001035,356586475800264,Apple,M86,0,2025-11-17
DEV001036,350100558238517,OnePlus,M37,0,2021-08-07
DEV001037,497998317135446,Samsung,M77,1,2024-12-01
DEV001038,015534644732389,Realme,M67,1,2019-12-03
DEV001039,492832845343980,OnePlus,M15,1,2022-05-06
DEV001040,010799227659980,Vivo,M24,0,2018-10-03
DEV001041,351186410645906,Tecno,M75,1,2026-04-16
DEV001042,352947483087568,Nokia,M66,0,2025-07-24
DEV001043,498193270386925,Realme,M31,1,2020-02-16
DEV001044,357061464284844,Xiaomi,M98,0,2023-05-21
DEV001045,499849790444768,Samsung,M22,1,2022-05-22
DEV001046,350774545114144,Realme,M39,0,2022-03-31
DEV001047,861281493938090,OnePlus,M39,1,2026-05-26
DEV001048,860515057161947,Vivo,M90,1,2019-02-17
DEV001049,498213532152695,Samsung,M17,1,2020-01-15
DEV001050,495499807786534,Tecno,M40,1,2025-02-26
DEV001051,359478732235464,Xiaomi,M37,1,2026-06-25
DEV001052,864009915028267,OnePlus,M31,0,2023-08-14
DEV001053,355292295495735,Vivo,M52,1,2019-11-21
DEV001054,358180297857420,Xiaomi,M56,0,2019-07-02
DEV001055,354682909160736,Tecno,M66,1,2018-05-21
DEV001056,860615311247446,Vivo,M42,1,2018-01-03
DEV001057,354951482750645,Xiaomi,M14,0,2024-02-11
DEV001058,359363761333818,Tecno,M91,1,2026-04-18
DEV001059,359034007440003,OnePlus,M73,1,2022-04-01
DEV001060,499095649319046,Oppo,M83,1,2018-06-01
DEV001061,869996978821437,Tecno,M25,0,2020-04-26
DEV001062,865488348681275,Lava,M12,1,2021-07-04
DEV001063,351188863602987,Samsung,M60,1,2022-05-04
DEV001064,351928952774743,Lava,M92,0,2024-12-24
DEV001065,860127999651536,Realme,M53,0,2023-07-17
DEV001066,011852567129652,Realme,M49,0,2018-08-31
DEV001067,357008101831999,Realme,M53,1,2026-02-26
DEV001068,496796622292970,Xiaomi,M50,1,2024-10-14
DEV001069,490856135317233,Tecno,M51,0,2018-01-17
DEV001070,499555095251214,Vivo,M10,0,2024-03-07
DEV001071,017159209333240,Xiaomi,M61,0,2019-12-23
DEV001072,864291020182345,OnePlus,M72,1,2025-03-22
DEV001073,499577885821516,Realme,M34,1,2021-07-02
DEV001074,491525880434758,Lava,M19,1,2019-04-17
DEV001075,352684925503455,Realme,M79,0,2021-12-11
DEV001076,352793118979806,Tecno,M69,0,2020-11-22
DEV001077,358760738263401,Xiaomi,M63,0,2023-11-25
DEV001078,017836688216300,Tecno,M85,1,2019-11-15
DEV001079,357705659938093,Apple,M46,1,2018-07-28
DEV001080,869692299526932,Realme,M28,1,2026-01-28
DEV001081,014623418775167,Realme,M69,1,2023-01-21
DEV001082,015521250908850,Tecno,M39,1,2020-01-29
DEV001083,863109037782276,Vivo,M11,1,2020-08-27
DEV001084,865705547143351,Tecno,M93,1,2018-07-17
DEV001085,014145691742202,Apple,M54,1,2018-10-21
DEV001086,012126435728405,Apple,M26,1,2018-06-13
DEV001087,357672728500066,Realme,M64,1,2018-04-25
DEV001088,498260483624700,Nokia,M31,0,2022-06-17
DEV001089,867257678599761,Realme,M75,1,2021-01-26
DEV001090,353230899236818,OnePlus,M37,1,2024-02-26
DEV001091,356081144878904,Realme,M82,0,2019-05-23
DEV001092,358307912704114,Vivo,M21,0,2025-07-07
DEV001093,354114236330719,Oppo,M60,1,2018-08-24
DEV001094,494941296647714,Tecno,M81,1,2019-08-21
DEV001095,494458183598521,Apple,M17,1,2021-12-28
DEV001096,864608317750540,OnePlus,M81,1,2018-02-12
DEV001097,491862040769470,Realme,M95,1,2025-08-18
DEV001098,491133468569450,Tecno,M79,1,2019-02-08
DEV001099,352285256678313,Vivo,M22,1,2021-04-19
DEV001100,350839587735503,Vivo,M97,1,2021-06-09
DEV001101,354910217651805,OnePlus,M53,1,2020-11-20
DEV001102,353853439604902,Samsung,M73,0,2019-02-02
DEV001103,353686730725876,OnePlus,M94,0,2020-04-23
DEV001104,352210188542777,Tecno,M65,0,2023-07-25
DEV001105,864797305785607,Nokia,M79,1,2019-04-20
DEV001106,493622834434842,Apple,M18,1,2024-05-11
DEV001107,013566227008288,Lava,M67,1,2023-11-19
DEV001108,868607759378075,Realme,M11,1,2025-01-14
DEV001109,013605114450943,Realme,M72,0,2024-02-25
DEV001110,014025934607143,OnePlus,M61,1,2018-07-09
DEV001111,490018065266185,Tecno,M13,1,2022-09-12
DEV001112,494026265660309,Nokia,M57,1,2021-05-27
DEV001113,357113934517479,Tecno,M39,1,2026-01-03
DEV001114,354756959782936,Lava,M96,1,2024-10-19
DEV001115,499925108520099,Tecno,M34,1,2021-10-31
DEV001116,491052434252139,Lava,M25,1,2023-09-22
DEV001117,352629813073219,Oppo,M45,1,2022-08-19
DEV001118,498896876736588,Vivo,M54,1,2022-06-22
DEV001119,351008103569175,Nokia,M36,0,2020-03-11
DEV001120,355775723237806,Samsung,M64,1,2021-05-30
DEV001121,358728272702946,Vivo,M83,1,2024-12-15
DEV001122,014978645505671,Lava,M42,1,2024-05-15
DEV001123,861719534724634,Xiaomi,M81,0,2018-12-29
DEV001124,015615670745078,Lava,M62,1,2019-09-02
DEV001125,351155527093778,Lava,M94,1,2024-11-23
DEV001126,016610932535471,Vivo,M10,1,2024-02-02
DEV001127,013080612998850,OnePlus,M54,1,2021-11-04
DEV001128,495014501962321,Xiaomi,M64,1,2024-07-02
DEV001129,493180595647187,Apple,M66,1,2021-05-02
DEV001130,861767342078546,Lava,M24,1,2023-02-05
DEV001131,861797643766101,Vivo,M47,1,2020-10-11
DEV001132,491358037975333,Tecno,M20,1,2018-03-06
DEV001133,011049034638535,Oppo,M94,0,2023-05-16
DEV001134,358600541778045,Vivo,M10,1,2019-09-16
DEV001135,012169244881929,Tecno,M21,1,2022-01-27
DEV001136,355166731682110,Tecno,M48,1,2018-12-03
DEV001137,357580545802649,Vivo,M93,1,2019-10-31
DEV001138,860144347946319,Tecno,M10,1,2020-03-30
DEV001139,869560173192833,Oppo,M11,0,2019-08-26
DEV001140,861042163404922,OnePlus,M37,1,2023-02-21
DEV001141,352245477917486,Oppo,M18,1,2021-06-15
DEV001142,357125423979862,Vivo,M81,0,2020-10-29
DEV001143,356139588257120,Lava,M87,1,2020-10-15
DEV001144,355199478764245,Tecno,M52,0,2024-12-26
DEV001145,860032446890356,OnePlus,M22,0,2025-02-23
DEV001146,019418029632047,Samsung,M50,1,2022-01-29
DEV001147,354236251269789,Vivo,M47,1,2026-01-20
DEV001148,010178110266591,Oppo,M76,1,2024-08-07
DEV001149,358700361913533,Samsung,M52,0,2023-02-17
DEV001150,861275380692985,Xiaomi,M53,1,2023-10-13
DEV001151,350693533203836,OnePlus,M15,0,2026-02-19
DEV001152,352250295065867,Nokia,M69,0,2023-08-12
DEV001153,862573962636753,OnePlus,M56,1,2024-10-20
DEV001154,356674871337553,Apple,M77,1,2024-08-01
DEV001155,358691237092183,Tecno,M28,0,2023-04-05
DEV001156,019979723050986,Nokia,M95,0,2019-08-17
DEV001157,012815443168037,Realme,M77,0,2023-06-24
DEV001158,490507939399991,OnePlus,M37,0,2023-02-07
DEV001159,014892130656040,Nokia,M47,0,2024-01-17
DEV001160,355049223338896,Apple,M55,0,2020-12-07
DEV001161,352042753051463,Samsung,M96,1,2019-04-20
DEV001162,357297862066670,Realme,M12,1,2020-10-22
DEV001163,356646042361190,Realme,M73,1,2018-12-21
DEV001164,860587602192839,Apple,M25,1,2024-03-28
DEV001165,018016799555304,Lava,M87,1,2024-02-02
DEV001166,357728056319370,Vivo,M83,1,2021-08-20
DEV001167,012936968167546,Tecno,M91,1,2023-01-08
DEV001168,351383465575246,Realme,M95,1,2026-03-28
DEV001169,354141047961027,Apple,M36,1,2020-12-16
DEV001170,862586560860944,Samsung,M36,0,2019-01-27
DEV001171,351514029602757,Apple,M44,0,2025-06-18
DEV001172,865769919382818,Apple,M87,1,2021-01-08
DEV001173,493587922816506,Lava,M65,0,2019-02-02
DEV001174,492167726058143,Oppo,M62,1,2026-04-19
DEV001175,011623240561043,Vivo,M38,1,2021-04-01
DEV001176,013128700236984,Lava,M86,0,2022-10-27
DEV001177,359876762505854,Samsung,M26,1,2019-07-14
DEV001178,869512029834126,Realme,M72,0,2022-08-03
DEV001179,863560272384111,Xiaomi,M28,1,2019-06-02
DEV001180,491318767354549,Nokia,M90,1,2020-03-07
DEV001181,495589580956827,Tecno,M57,1,2019-03-16
DEV001182,861928134166056,Vivo,M47,1,2022-04-11
DEV001183,860512534452884,Tecno,M31,1,2021-10-17
DEV001184,354580062382864,OnePlus,M48,1,2020-08-23
DEV001185,354596248633911,Vivo,M11,1,2018-11-21
DEV001186,496474862869876,Tecno,M88,1,2023-09-13
DEV001187,863894259362184,Lava,M28,1,2026-03-12
DEV001188,495938520372319,Samsung,M66,1,2023-01-06
DEV001189,869007717732201,Samsung,M13,1,2023-12-31
DEV001190,354011142286129,Oppo,M30,1,2024-12-30
DEV001191,359704739129507,Vivo,M46,1,2024-03-29
DEV001192,011976204672618,Tecno,M12,0,2019-11-10
DEV001193,354022859533661,Apple,M34,0,2020-05-29
DEV001194,497557483740589,Oppo,M87,0,2021-03-22
DEV001195,869029258375220,Nokia,M61,1,2018-08-29
DEV001196,016816283792497,Samsung,M83,0,2024-11-16
DEV001197,861502487565451,Realme,M90,1,2022-03-18
DEV001198,018264775505876,Xiaomi,M29,1,2020-05-06
DEV001199,351524715626430,Tecno,M38,1,2018-07-18
DEV001200,495491601153543,OnePlus,M57,0,2024-07-29
DEV001201,010693646578833,Tecno,M65,1,2025-03-20
DEV001202,359001346924045,Samsung,M44,1,2018-01-04
DEV001203,492001046471591,Tecno,M77,1,2022-12-17
DEV001204,860740422559012,Nokia,M32,1,2024-09-26
DEV001205,016290208284109,Vivo,M97,1,2022-06-26
DEV001206,010218586705904,Realme,M86,1,2025-05-18
DEV001207,359305033230498,Oppo,M41,1,2024-06-12
DEV001208,019560996045696,Xiaomi,M60,0,2024-06-19
DEV001209,352218043462022,Apple,M87,1,2025-07-22
DEV001210,496697294963985,Tecno,M50,1,2024-08-19
DEV001211,493441282566246,OnePlus,M22,1,2019-03-28
DEV001212,352777317785979,OnePlus,M67,1,2024-12-03
DEV001213,357500703284318,Tecno,M30,0,2018-04-04
DEV001214,355881344844754,Xiaomi,M39,1,2025-12-11
DEV001215,353725953773182,Samsung,M31,0,2025-02-26
DEV001216,490629533331861,Nokia,M59,1,2024-07-06
DEV001217,016165834150089,Tecno,M68,0,2019-09-21
DEV001218,014122214338709,Samsung,M46,0,2023-07-29
DEV001219,861133149926289,Vivo,M81,1,2025-06-06
DEV001220,868298409350607,Oppo,M23,0,2023-08-16
DEV001221,351572092346540,Xiaomi,M34,1,2022-10-01
DEV001222,358635926372895,OnePlus,M43,0,2023-10-18
DEV001223,860888577589073,Nokia,M44,1,2026-02-13
DEV001224,498092579186709,Realme,M16,1,2022-10-26
DEV001225,354097059824005,Realme,M72,1,2021-12-16
DEV001226,353510573869529,OnePlus,M82,1,2022-12-20
DEV001227,353076258193361,Xiaomi,M91,1,2020-12-16
DEV001228,352881613359934,Tecno,M23,0,2021-03-19
DEV001229,492121859191305,Vivo,M21,0,2020-07-04
DEV001230,019513307726896,Samsung,M87,1,2023-05-28
DEV001231,350950600927391,Realme,M10,1,2025-01-11
DEV001232,357578774621540,Realme,M47,1,2022-07-16
DEV001233,861270665329137,Realme,M27,1,2025-02-28
DEV001234,490558749918930,Samsung,M66,0,2020-12-07
DEV001235,867264792049008,Xiaomi,M42,0,2026-04-13
DEV001236,013863337141381,Apple,M39,1,2025-09-23
DEV001237,012550365356541,Nokia,M52,0,2021-02-02
DEV001238,861074275144699,Oppo,M82,0,2023-11-03
DEV001239,011473900814565,Vivo,M61,1,2022-07-09
DEV001240,356484615122624,Xiaomi,M77,0,2019-04-06
DEV001241,497002491727884,Xiaomi,M45,1,2020-10-08
DEV001242,865945635895327,OnePlus,M50,0,2019-03-29
DEV001243,358720344634463,Lava,M64,0,2022-08-16
DEV001244,356674170118886,Realme,M59,1,2023-09-16
DEV001245,353340377398969,Xiaomi,M15,0,2021-10-01
DEV001246,861529460697154,Oppo,M60,1,2020-12-16
DEV001247,011065443667773,Samsung,M10,1,2022-12-26
DEV001248,498889399449846,Xiaomi,M43,1,2019-12-24
DEV001249,499421661978155,Vivo,M92,0,2026-01-02
DEV001250,491905143723172,Realme,M86,1,2022-05-12
DEV001251,491165827308579,Oppo,M55,0,2019-06-21
DEV001252,491308393989727,Vivo,M31,1,2019-08-13
DEV001253,012804759349335,Vivo,M20,1,2025-11-20
DEV001254,354081782420605,Vivo,M31,0,2022-04-24
DEV001255,496763108378681,Oppo,M25,0,2025-08-18
DEV001256,861818477840305,OnePlus,M34,0,2020-03-15
DEV001257,491626592687314,Samsung,M51,1,2022-01-02
DEV001258,359880204520718,Apple,M76,0,2025-05-09
DEV001259,354918454484239,Apple,M35,1,2026-02-27
DEV001260,492670950688352,OnePlus,M93,0,2021-08-26
DEV001261,865504680750259,Tecno,M36,0,2019-08-17
DEV001262,860695844569476,Vivo,M10,1,2022-05-03
DEV001263,492181678985903,Oppo,M12,1,2020-05-24
DEV001264,350339023834087,Lava,M54,1,2026-03-23
DEV001265,350241589019116,Apple,M70,0,2018-09-05
DEV001266,019524455805803,Apple,M97,1,2024-07-04
DEV001267,498573757178246,Samsung,M96,1,2022-08-17
DEV001268,010418460948523,Vivo,M56,1,2018-11-25
DEV001269,353435780090417,Apple,M91,1,2021-06-12
DEV001270,353759982746479,Apple,M53,1,2018-07-23
DEV001271,351077726644739,Tecno,M53,1,2019-06-14
DEV001272,010754263364519,Tecno,M58,0,2022-07-15
DEV001273,350570881746136,Lava,M66,1,2019-11-13
DEV001274,499980021255532,Nokia,M97,1,2025-05-18
DEV001275,864203007488251,Lava,M19,1,2024-01-15
DEV001276,863321894422330,Apple,M46,0,2025-04-18
DEV001277,017122578956328,Nokia,M59,1,2018-02-16
DEV001278,019798747120070,Samsung,M83,0,2019-01-25
DEV001279,016466291478788,Tecno,M16,0,2025-03-18
DEV001280,359141407593518,Apple,M14,1,2020-10-26
DEV001281,350290171494938,Tecno,M40,1,2022-12-14
DEV001282,359225782331645,OnePlus,M96,1,2022-10-23
DEV001283,493966765921502,Vivo,M35,1,2023-06-24
DEV001284,012946263806501,Tecno,M55,1,2020-02-29
DEV001285,355119146511269,Vivo,M37,1,2025-03-29
DEV001286,010840923491431,Nokia,M38,1,2021-10-07
DEV001287,356846355758514,Nokia,M11,1,2021-11-19
DEV001288,492885784022379,Tecno,M64,1,2021-02-16
DEV001289,013896749876361,Lava,M72,0,2022-03-05
DEV001290,351393405458849,Tecno,M77,0,2025-09-17
DEV001291,012302961882373,Tecno,M28,0,2019-08-18
DEV001292,350367710000554,Apple,M44,1,2025-09-30
DEV001293,359299679901396,Nokia,M56,1,2020-09-08
DEV001294,356616032710319,Apple,M62,1,2021-10-31
DEV001295,355618562399000,Lava,M26,0,2022-07-02
DEV001296,351606035654616,Nokia,M24,0,2024-01-01
DEV001297,352812095973382,Tecno,M61,0,2023-01-09
DEV001298,354716583829938,Apple,M97,0,2021-06-01
DEV001299,352537261052379,Realme,M62,1,2020-11-03
DEV001300,497247929178926,Apple,M79,1,2023-02-19
DEV001301,019513809414790,OnePlus,M20,1,2024-12-01
DEV001302,352798471478445,Apple,M13,1,2024-04-05
DEV001303,359449395154739,Realme,M66,1,2019-08-17
DEV001304,860604973570130,Apple,M83,1,2019-09-08
DEV001305,490936441363562,Xiaomi,M24,1,2022-01-16
DEV001306,356077807657017,Tecno,M47,1,2021-06-06
DEV001307,357363655085950,Tecno,M83,0,2021-07-04
DEV001308,864292819517728,Xiaomi,M76,0,2018-06-19
DEV001309,494732838383359,Lava,M74,1,2020-09-22
DEV001310,012543325545789,Vivo,M66,1,2018-12-04
DEV001311,010146599874641,OnePlus,M74,1,2019-09-10
DEV001312,862213512426220,Nokia,M73,1,2020-02-06
DEV001313,357046359808941,Tecno,M65,1,2025-03-24
DEV001314,010339390013369,Lava,M67,0,2022-06-01
DEV001315,492146240067015,Xiaomi,M76,1,2026-01-14
DEV001316,863252812382789,Lava,M93,0,2024-02-15
DEV001317,865175214563948,Oppo,M12,0,2025-02-05
DEV001318,019985683345015,Realme,M12,1,2020-02-25
DEV001319,356241166221864,OnePlus,M90,1,2018-08-12
DEV001320,867391275242746,Nokia,M67,1,2024-03-10
DEV001321,358421885414150,Nokia,M71,1,2021-01-24
DEV001322,354631111892889,OnePlus,M57,0,2023-11-09
DEV001323,868717515112257,Xiaomi,M33,1,2020-02-02
DEV001324,499631503391859,Tecno,M10,0,2019-07-02
DEV001325,351203942016917,OnePlus,M35,1,2025-09-29
DEV001326,350340055607571,Tecno,M21,1,2026-03-31
DEV001327,490285376698956,Tecno,M21,0,2021-08-22
DEV001328,019120567043663,Oppo,M94,1,2021-06-06
DEV001329,013568535136170,Lava,M17,0,2022-05-28
DEV001330,357697503092246,Tecno,M37,1,2019-03-27
DEV001331,011716020077516,Lava,M44,1,2022-01-16
DEV001332,016123754280412,OnePlus,M85,1,2018-07-08
DEV001333,356635997035871,Lava,M16,1,2023-08-28
DEV001334,350327182686342,Nokia,M21,1,2021-01-03
DEV001335,863337237802600,Tecno,M86,1,2020-03-03
DEV001336,011592679402649,Xiaomi,M10,1,2025-01-26
DEV001337,497329022049278,Vivo,M73,0,2023-02-28
DEV001338,495621797090307,Xiaomi,M20,1,2019-05-11
DEV001339,861146312932315,Oppo,M54,1,2024-07-25
DEV001340,494466598436492,Tecno,M27,1,2025-03-19
DEV001341,865010111805845,Lava,M95,1,2023-04-18
DEV001342,861788430011642,OnePlus,M86,1,2023-02-05
DEV001343,490002666047807,Oppo,M68,1,2026-03-05
DEV001344,012070921758608,Realme,M48,0,2019-08-01
DEV001345,013656485525811,Realme,M94,1,2019-07-24
DEV001346,864388901975332,Lava,M45,1,2024-05-30
DEV001347,358285621371903,OnePlus,M97,1,2019-08-31
DEV001348,358504948972418,Realme,M23,0,2023-07-13
DEV001349,867113463046422,Tecno,M74,0,2024-03-05
DEV001350,013666044827757,Oppo,M18,1,2023-06-01
DEV001351,494857528034651,Nokia,M15,1,2022-11-18
DEV001352,016992161840215,Xiaomi,M56,0,2024-09-06
DEV001353,356918737859827,Vivo,M48,1,2021-07-09
DEV001354,010489107907364,Tecno,M49,1,2023-01-23
DEV001355,490391618884625,Vivo,M26,1,2023-12-03
DEV001356,356335098992667,Realme,M34,1,2022-06-20
DEV001357,350435493715622,Lava,M42,1,2023-04-07
DEV001358,016878731680501,Xiaomi,M53,1,2020-05-29
DEV001359,357999624315932,Nokia,M66,0,2019-05-17
DEV001360,493097700329910,Nokia,M23,0,2024-02-03
DEV001361,861117120483267,Xiaomi,M67,1,2020-04-25
DEV001362,353511070227942,Apple,M28,1,2018-08-15
DEV001363,012369130699939,Tecno,M26,1,2026-01-02
DEV001364,862927040278362,Realme,M69,1,2024-05-02
DEV001365,356390898553244,Xiaomi,M28,1,2022-12-19
DEV001366,014461777733153,Realme,M60,0,2025-04-22
DEV001367,492411835512949,Realme,M25,1,2019-06-16
DEV001368,497921839795852,Nokia,M46,1,2018-09-03
DEV001369,862907477457648,Vivo,M47,0,2024-09-22
DEV001370,354096196399350,OnePlus,M23,1,2019-12-02
DEV001371,498422573319464,Lava,M58,1,2023-04-10
DEV001372,863845632276258,OnePlus,M17,1,2024-03-04
DEV001373,016055803709494,Lava,M45,1,2024-01-05
DEV001374,016244705341344,Xiaomi,M76,0,2018-04-03
DEV001375,490492967661598,Lava,M81,1,2021-10-28
DEV001376,016900397967801,Xiaomi,M25,1,2019-09-10
DEV001377,010313794351415,Samsung,M20,0,2025-10-18
DEV001378,012124877793516,Nokia,M50,0,2026-05-02
DEV001379,357118541391726,Xiaomi,M70,1,2024-12-12
DEV001380,494764051349362,Vivo,M95,1,2020-11-27
DEV001381,494177910788055,Realme,M57,0,2021-10-24
DEV001382,496263311249184,OnePlus,M41,1,2020-07-30
DEV001383,490981386296495,Lava,M71,1,2019-01-07
DEV001384,355152461715059,OnePlus,M10,1,2019-03-11
DEV001385,359388670479601,Xiaomi,M70,1,2019-11-25
DEV001386,359820405727500,Realme,M25,1,2019-03-14
DEV001387,019481937901788,Samsung,M50,1,2021-10-27
DEV001388,359038925430996,Xiaomi,M31,0,2025-02-08
DEV001389,015525889887277,Vivo,M60,0,2022-11-18
DEV001390,357448992648536,Oppo,M93,1,2022-07-25
DEV001391,014092178828754,Apple,M37,0,2022-06-07
DEV001392,499269482625997,Lava,M44,0,2019-10-16
DEV001393,351974198678413,Lava,M78,0,2022-03-02
DEV001394,018576874437276,Apple,M47,1,2018-06-15
DEV001395,496642118833089,Realme,M48,1,2019-11-24
DEV001396,496732394722438,Lava,M62,0,2019-07-20
DEV001397,011310685089077,Lava,M50,1,2025-01-04
DEV001398,015212982833665,Nokia,M11,1,2020-10-28
DEV001399,359727352511688,Lava,M53,0,2022-07-11
DEV001400,359397986080166,OnePlus,M50,0,2021-05-28
DEV001401,355998585059271,Xiaomi,M75,1,2021-09-19
DEV001402,498504680346330,Realme,M58,1,2018-04-13
DEV001403,017795718232411,OnePlus,M14,1,2023-06-14
DEV001404,866008692004603,OnePlus,M88,1,2019-03-08
DEV001405,015517348207286,Realme,M11,1,2025-01-11
DEV001406,864205348537338,Lava,M75,1,2022-10-02
DEV001407,353148561373408,Tecno,M52,1,2021-12-24
DEV001408,018112958077692,Realme,M72,1,2026-03-30
DEV001409,864921753361486,Apple,M37,1,2020-04-20
DEV001410,357741332752620,Realme,M41,1,2023-12-13
DEV001411,359599050952411,Oppo,M40,1,2024-09-27
DEV001412,498888912710019,Vivo,M43,1,2025-06-01
DEV001413,357670873006962,Nokia,M33,1,2025-12-17
DEV001414,351777343815515,Samsung,M20,0,2024-01-08
DEV001415,351649762847177,Lava,M15,0,2025-11-10
DEV001416,352887722732007,OnePlus,M21,1,2019-04-13
DEV001417,352071796301570,Samsung,M28,0,2021-03-04
DEV001418,353490080961321,Apple,M47,0,2018-10-13
DEV001419,350398795770903,Oppo,M90,0,2020-06-17
DEV001420,354609676381271,Realme,M43,1,2022-08-09
DEV001421,495990099856387,Apple,M10,1,2024-01-23
DEV001422,861237832741046,OnePlus,M34,1,2018-05-04
DEV001423,493094362913914,Realme,M74,1,2025-01-29
DEV001424,359528859489672,Xiaomi,M77,1,2021-02-17
DEV001425,867413074214812,Xiaomi,M43,1,2024-07-17
DEV001426,017022575808021,Tecno,M16,0,2023-12-15
DEV001427,356700470384359,Lava,M23,1,2022-03-12
DEV001428,868957213519676,Vivo,M57,1,2022-06-17
DEV001429,358239010182308,Tecno,M59,1,2018-08-26
DEV001430,868683245539470,Samsung,M20,0,2019-01-18
DEV001431,351303237345049,Tecno,M60,1,2025-06-01
DEV001432,355040838935343,Tecno,M29,0,2020-08-29
DEV001433,492861418687528,Nokia,M79,1,2026-04-30
DEV001434,868636688881936,OnePlus,M18,1,2021-08-04
DEV001435,010864140618084,Vivo,M34,0,2022-02-27
DEV001436,494260135876951,Realme,M72,0,2021-01-20
DEV001437,351235279613771,Lava,M64,0,2021-04-20
DEV001438,860363508097157,Xiaomi,M11,1,2019-08-21
DEV001439,355003889264084,Realme,M56,0,2025-11-02
DEV001440,018419569588895,Vivo,M60,1,2023-01-24
DEV001441,017608308880645,Tecno,M25,1,2023-01-23
DEV001442,490777916349305,Xiaomi,M67,1,2019-05-28
DEV001443,492961656642474,Nokia,M49,1,2022-04-02
DEV001444,350478517214178,Apple,M21,1,2018-06-01
