src,dst,edge_type,weight,attributes
PH000562,PH000727,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 69}"
PH000247,PH000265,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 150}"
PH002434,PH002507,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 739}"
PH000931,PH000974,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 137}"
PH002108,PH002158,COMMUNICATES_WITH,4.0943,"{""calls"": 59, ""total_duration_sec"": 4052}"
PH002024,PH002226,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 309}"
PH000851,PH000973,COMMUNICATES_WITH,3.7136,"{""calls"": 40, ""total_duration_sec"": 971}"
PH001365,PH001391,COMMUNICATES_WITH,3.4965,"{""calls"": 32, ""total_duration_sec"": 1934}"
PH001277,PH001297,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 201}"
PH002115,PH002158,COMMUNICATES_WITH,3.0445,"{""calls"": 20, ""total_duration_sec"": 803}"
PH000637,PH000699,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 27}"
PH001980,PH001993,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 314}"
PH001025,PH001037,COMMUNICATES_WITH,3.8286,"{""calls"": 45, ""total_duration_sec"": 2017}"
PH001219,PH001248,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 460}"
PH001217,PH001269,COMMUNICATES_WITH,3.1781,"{""calls"": 23, ""total_duration_sec"": 1460}"
PH000869,PH000958,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 718}"
PH001753,PH001763,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 183}"
PH002252,PH002291,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 426}"
PH001851,PH001891,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 120}"
PH001209,PH001265,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 584}"
PH000497,PH000785,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 69}"
PH000824,PH000916,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 235}"
PH000483,PH001218,COMMUNICATES_WITH,3.091,"{""calls"": 21, ""total_duration_sec"": 905}"
PH000699,PH000718,COMMUNICATES_WITH,3.091,"{""calls"": 21, ""total_duration_sec"": 615}"
PH002102,PH002165,COMMUNICATES_WITH,2.9444,"{""calls"": 18, ""total_duration_sec"": 532}"
PH000390,PH000433,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 693}"
PH000569,PH000798,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 175}"
PH002679,PH002701,COMMUNICATES_WITH,3.4965,"{""calls"": 32, ""total_duration_sec"": 2083}"
PH000562,PH000790,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 945}"
PH001967,PH002009,COMMUNICATES_WITH,2.9444,"{""calls"": 18, ""total_duration_sec"": 1878}"
PH000554,PH000631,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 701}"
PH000345,PH000434,COMMUNICATES_WITH,3.4965,"{""calls"": 32, ""total_duration_sec"": 1543}"
PH001473,PH001490,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 531}"
PH001228,PH001231,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 265}"
PH002092,PH002162,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 575}"
PH001604,PH001650,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 415}"
PH002490,PH002583,COMMUNICATES_WITH,3.434,"{""calls"": 30, ""total_duration_sec"": 1810}"
PH000530,PH000604,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 260}"
PH000023,PH000265,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 723}"
PH001736,PH001774,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 177}"
PH001016,PH001079,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 645}"
PH001327,PH001369,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 969}"
PH000821,PH000918,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 1634}"
PH000827,PH000958,COMMUNICATES_WITH,3.4965,"{""calls"": 32, ""total_duration_sec"": 1160}"
PH002663,PH002702,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 242}"
PH000821,PH000945,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 256}"
PH002217,PH002334,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 171}"
PH002261,PH002326,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 1871}"
PH000053,PH000095,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 745}"
PH001367,PH001419,COMMUNICATES_WITH,3.5835,"{""calls"": 35, ""total_duration_sec"": 1165}"
PH001535,PH001544,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 10}"
PH001048,PH001081,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 226}"
PH000194,PH000262,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 569}"
PH002568,PH002620,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 1640}"
PH001037,PH001091,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 663}"
PH001415,PH001419,COMMUNICATES_WITH,3.3322,"{""calls"": 27, ""total_duration_sec"": 1080}"
PH001182,PH001211,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 383}"
PH000984,PH001366,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 173}"
PH001738,PH001746,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 901}"
PH000046,PH000054,COMMUNICATES_WITH,3.2581,"{""calls"": 25, ""total_duration_sec"": 1289}"
PH001416,PH001433,COMMUNICATES_WITH,3.7612,"{""calls"": 42, ""total_duration_sec"": 2170}"
PH000482,PH000670,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 704}"
PH000483,PH001267,COMMUNICATES_WITH,3.0445,"{""calls"": 20, ""total_duration_sec"": 1339}"
PH000519,PH000525,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 119}"
PH001349,PH001392,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 1145}"
PH000630,PH000723,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 1123}"
PH000828,PH000952,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 608}"
PH000164,PH000191,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 288}"
PH002108,PH002112,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 485}"
PH002043,PH002446,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 689}"
PH000285,PH000362,COMMUNICATES_WITH,3.4012,"{""calls"": 29, ""total_duration_sec"": 1717}"
PH000668,PH000749,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 205}"
PH001031,PH001115,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 101}"
PH001038,PH001091,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 1302}"
PH001980,PH001999,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 248}"
PH000538,PH000625,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 231}"
PH002192,PH002317,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 367}"
PH001465,PH001529,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 491}"
PH000282,PH000437,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 728}"
PH001701,PH001820,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 521}"
PH000032,PH000232,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 534}"
PH000483,PH000757,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 290}"
PH001584,PH001675,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 59}"
PH002192,PH002327,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 654}"
PH000148,PH000221,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 71}"
PH001990,PH001993,COMMUNICATES_WITH,3.4965,"{""calls"": 32, ""total_duration_sec"": 1958}"
PH000823,PH000854,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 455}"
PH001870,PH001947,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 281}"
PH001084,PH001158,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 1927}"
PH001359,PH001416,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 149}"
PH000357,PH000364,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 736}"
PH002127,PH002159,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 846}"
PH000734,PH000749,COMMUNICATES_WITH,3.6109,"{""calls"": 36, ""total_duration_sec"": 2410}"
PH000032,PH000112,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 1680}"
PH001628,PH001661,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 909}"
PH001583,PH001603,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 250}"
PH002284,PH002325,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 181}"
PH001331,PH001392,COMMUNICATES_WITH,3.2581,"{""calls"": 25, ""total_duration_sec"": 776}"
PH001877,PH001936,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 912}"
PH001326,PH001364,COMMUNICATES_WITH,3.7842,"{""calls"": 43, ""total_duration_sec"": 2527}"
PH001388,PH002285,COMMUNICATES_WITH,0.6931,"{""calls"": 1, ""total_duration_sec"": 17}"
PH001747,PH001775,COMMUNICATES_WITH,3.2189,"{""calls"": 24, ""total_duration_sec"": 1120}"
PH000317,PH000391,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 482}"
PH000602,PH001606,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 38}"
PH000821,PH000971,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 296}"
PH001745,PH001748,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 713}"
PH000062,PH000206,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 153}"
PH001217,PH001270,COMMUNICATES_WITH,3.091,"{""calls"": 21, ""total_duration_sec"": 917}"
PH001027,PH001554,COMMUNICATES_WITH,3.912,"{""calls"": 49, ""total_duration_sec"": 2386}"
PH001538,PH001568,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 482}"
PH000852,PH000954,COMMUNICATES_WITH,3.989,"{""calls"": 53, ""total_duration_sec"": 2862}"
PH000182,PH000574,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 201}"
PH001085,PH001144,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 650}"
PH001882,PH001905,COMMUNICATES_WITH,3.2581,"{""calls"": 25, ""total_duration_sec"": 1029}"
PH000631,PH000646,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 863}"
PH000808,PH000822,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 273}"
PH000364,PH000391,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 861}"
PH001213,PH001291,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 120}"
PH001612,PH001664,COMMUNICATES_WITH,3.2189,"{""calls"": 24, ""total_duration_sec"": 728}"
PH001390,PH001415,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 232}"
PH001469,PH001485,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 22}"
PH001619,PH001673,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 1006}"
PH001231,PH001284,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 541}"
PH001199,PH001322,COMMUNICATES_WITH,3.6636,"{""calls"": 38, ""total_duration_sec"": 2561}"
PH001211,PH001301,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 242}"
PH001217,PH001298,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 648}"
PH000400,PH000448,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 700}"
PH002244,PH002293,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 128}"
PH002092,PH002173,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 20}"
PH000279,PH002133,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 201}"
PH001355,PH001430,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 66}"
PH000031,PH000088,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 542}"
PH002600,PH002704,COMMUNICATES_WITH,4.4427,"{""calls"": 84, ""total_duration_sec"": 5842}"
PH001844,PH001953,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 697}"
PH000358,PH000394,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 757}"
PH002100,PH002158,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 630}"
PH000817,PH000825,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 1499}"
PH001355,PH001376,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 698}"
PH001991,PH002077,COMMUNICATES_WITH,3.6889,"{""calls"": 39, ""total_duration_sec"": 2075}"
PH001082,PH001124,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 400}"
PH001468,PH001526,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 201}"
PH000032,PH000228,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 185}"
PH001071,PH001560,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 203}"
PH001637,PH001661,COMMUNICATES_WITH,0.6931,"{""calls"": 1, ""total_duration_sec"": 34}"
PH000630,PH000805,COMMUNICATES_WITH,3.4012,"{""calls"": 29, ""total_duration_sec"": 1211}"
PH001981,PH001991,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 717}"
PH000511,PH000552,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 1010}"
PH000558,PH000684,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 245}"
PH002536,PH002600,COMMUNICATES_WITH,3.2581,"{""calls"": 25, ""total_duration_sec"": 773}"
PH001213,PH001239,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 484}"
PH000035,PH000144,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 480}"
PH001993,PH002053,COMMUNICATES_WITH,3.6376,"{""calls"": 37, ""total_duration_sec"": 1284}"
PH000137,PH000178,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 287}"
PH000825,PH000845,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 777}"
PH000199,PH000253,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 525}"
PH001209,PH001315,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 58}"
PH002278,PH002295,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 425}"
PH001068,PH001167,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 274}"
PH001891,PH001948,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 176}"
PH000284,PH000330,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 526}"
PH001076,PH001091,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 345}"
PH000031,PH000081,COMMUNICATES_WITH,3.2189,"{""calls"": 24, ""total_duration_sec"": 1358}"
PH001358,PH001432,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 143}"
PH000218,PH000260,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 160}"
PH002377,PH002411,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 541}"
PH001092,PH001165,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 55}"
PH001326,PH001404,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 704}"
PH000823,PH000915,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 747}"
PH002411,PH002422,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 734}"
PH002093,PH002162,COMMUNICATES_WITH,3.2189,"{""calls"": 24, ""total_duration_sec"": 669}"
PH000819,PH000955,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 734}"
PH001934,PH001959,COMMUNICATES_WITH,3.2581,"{""calls"": 25, ""total_duration_sec"": 1093}"
PH001071,PH001160,COMMUNICATES_WITH,0.6931,"{""calls"": 1, ""total_duration_sec"": 0}"
PH001415,PH001433,COMMUNICATES_WITH,3.0445,"{""calls"": 20, ""total_duration_sec"": 1395}"
PH000824,PH000961,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 124}"
PH002158,PH002166,COMMUNICATES_WITH,2.9444,"{""calls"": 18, ""total_duration_sec"": 587}"
PH002155,PH002158,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 374}"
PH001980,PH001992,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 344}"
PH001536,PH001579,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 126}"
PH001217,PH001278,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 812}"
PH002229,PH002294,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 315}"
PH000008,PH000226,COMMUNICATES_WITH,3.4012,"{""calls"": 29, ""total_duration_sec"": 1138}"
PH000032,PH000197,COMMUNICATES_WITH,3.1781,"{""calls"": 23, ""total_duration_sec"": 1607}"
PH002197,PH002244,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 185}"
PH001199,PH001279,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 1003}"
PH001605,PH001685,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 176}"
PH001925,PH001946,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 274}"
PH001502,PH001566,COMMUNICATES_WITH,0.6931,"{""calls"": 1, ""total_duration_sec"": 92}"
PH000825,PH000869,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 444}"
PH000032,PH000088,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 857}"
PH001601,PH001666,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 291}"
PH000048,PH000215,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 711}"
PH001534,PH001540,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 184}"
PH000012,PH000782,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 1673}"
PH001991,PH002016,COMMUNICATES_WITH,3.2581,"{""calls"": 25, ""total_duration_sec"": 1478}"
PH001014,PH001061,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 1233}"
PH000906,PH000917,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 510}"
PH000493,PH000669,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 832}"
PH000306,PH000378,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 548}"
PH002025,PH002292,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 30}"
PH002101,PH002132,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 0}"
PH000196,PH000261,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 625}"
PH000933,PH001274,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 406}"
PH000827,PH000831,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 660}"
PH000561,PH000793,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 553}"
PH001606,PH001676,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 480}"
PH000328,PH000361,COMMUNICATES_WITH,3.6376,"{""calls"": 37, ""total_duration_sec"": 1469}"
PH000635,PH000711,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 89}"
PH001910,PH001949,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 509}"
PH001907,PH001921,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 344}"
PH000490,PH000667,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 130}"
PH000295,PH000358,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 511}"
PH001605,PH001638,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 817}"
PH000813,PH000948,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 545}"
PH000159,PH000226,COMMUNICATES_WITH,3.5553,"{""calls"": 34, ""total_duration_sec"": 2155}"
PH000347,PH000358,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 208}"
PH001989,PH002074,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 781}"
PH001033,PH001081,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 324}"
PH001239,PH001280,COMMUNICATES_WITH,3.7842,"{""calls"": 43, ""total_duration_sec"": 2012}"
PH000910,PH000986,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 442}"
PH000595,PH000606,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 159}"
PH000565,PH000718,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 550}"
PH002487,PH002618,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 306}"
PH001609,PH001671,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 531}"
PH001608,PH001641,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 436}"
PH001856,PH001881,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 824}"
PH001867,PH001947,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 192}"
PH001986,PH002068,COMMUNICATES_WITH,3.434,"{""calls"": 30, ""total_duration_sec"": 1988}"
PH001975,PH001993,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 315}"
PH001390,PH001424,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 226}"
PH000360,PH000376,COMMUNICATES_WITH,3.7612,"{""calls"": 42, ""total_duration_sec"": 1376}"
PH002294,PH002311,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 120}"
PH002003,PH002021,COMMUNICATES_WITH,3.1355,"{""calls"": 22, ""total_duration_sec"": 855}"
PH002236,PH002332,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 190}"
PH002004,PH002080,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 376}"
PH000518,PH000525,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 358}"
PH001741,PH001837,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 280}"
PH002090,PH002125,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 504}"
PH000052,PH000075,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 199}"
PH001693,PH001711,COMMUNICATES_WITH,3.091,"{""calls"": 21, ""total_duration_sec"": 1174}"
PH002519,PH002674,COMMUNICATES_WITH,3.5553,"{""calls"": 34, ""total_duration_sec"": 1259}"
PH000889,PH000999,COMMUNICATES_WITH,3.091,"{""calls"": 21, ""total_duration_sec"": 803}"
PH001607,PH001619,COMMUNICATES_WITH,3.8712,"{""calls"": 47, ""total_duration_sec"": 2406}"
PH002221,PH002328,COMMUNICATES_WITH,3.1355,"{""calls"": 22, ""total_duration_sec"": 1201}"
PH001130,PH001151,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 256}"
PH000511,PH000564,COMMUNICATES_WITH,3.2958,"{""calls"": 26, ""total_duration_sec"": 1028}"
PH000311,PH001987,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 400}"
PH001061,PH001097,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 103}"
PH001992,PH002018,COMMUNICATES_WITH,3.2958,"{""calls"": 26, ""total_duration_sec"": 1716}"
PH000006,PH000180,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 152}"
PH000271,PH000433,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 420}"
PH000502,PH000519,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 244}"
PH000397,PH000398,COMMUNICATES_WITH,3.5835,"{""calls"": 35, ""total_duration_sec"": 2462}"
PH000599,PH001606,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 144}"
PH000668,PH000784,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 712}"
PH000890,PH000896,COMMUNICATES_WITH,3.4012,"{""calls"": 29, ""total_duration_sec"": 1367}"
PH000359,PH000459,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 593}"
PH000588,PH000604,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 291}"
