person_id,location_id,association,observed_on,source_type,confidence
P000971,LOC000091,PRESENT_AT_INCIDENT,2026-02-22,FIR,0.97
P000212,LOC000036,PRESENT_AT_INCIDENT,2026-04-09,FIR,0.83
P000353,LOC000097,PRESENT_AT_INCIDENT,2022-06-29,FIR,0.9
P000313,LOC000097,PRESENT_AT_INCIDENT,2022-06-29,FIR,0.82
P000975,LOC000112,PRESENT_AT_INCIDENT,2025-03-06,FIR,0.84
P000972,LOC000112,PRESENT_AT_INCIDENT,2025-03-06,FIR,0.97
P000973,LOC000112,PRESENT_AT_INCIDENT,2025-03-06,FIR,0.95
P000363,LOC000094,PRESENT_AT_INCIDENT,2025-07-03,FIR,0.61
P000779,LOC000030,PRESENT_AT_INCIDENT,2025-10-17,FIR,0.93
P000799,LOC000030,PRESENT_AT_INCIDENT,2025-10-17,FIR,0.79
P000767,LOC000030,PRESENT_AT_INCIDENT,2025-10-17,FIR,0.72
P000309,LOC000021,PRESENT_AT_INCIDENT,2025-08-14,FIR,0.85
P000352,LOC000021,PRESENT_AT_INCIDENT,2025-08-14,FIR,0.88
P000640,LOC000112,PRESENT_AT_INCIDENT,2020-09-22,FIR,0.62
P000647,LOC000112,PRESENT_AT_INCIDENT,2020-09-22,FIR,0.61
P000140,LOC000055,PRESENT_AT_INCIDENT,2024-03-31,FIR,0.85
P000338,LOC000094,PRESENT_AT_INCIDENT,2025-07-25,FIR,0.9
P000988,LOC000100,PRESENT_AT_INCIDENT,2026-03-21,FIR,0.78
P000915,LOC000100,PRESENT_AT_INCIDENT,2026-03-21,FIR,0.73
P000891,LOC000027,PRESENT_AT_INCIDENT,2024-03-17,FIR,0.87
P000898,LOC000027,PRESENT_AT_INCIDENT,2024-03-17,FIR,0.62
P000783,LOC000029,PRESENT_AT_INCIDENT,2019-04-18,FIR,0.97
P000778,LOC000029,PRESENT_AT_INCIDENT,2019-04-18,FIR,0.74
P000793,LOC000029,PRESENT_AT_INCIDENT,2019-04-18,FIR,0.64
P000776,LOC000029,PRESENT_AT_INCIDENT,2019-04-18,FIR,0.82
P000526,LOC000031,PRESENT_AT_INCIDENT,2025-06-07,FIR,0.85
P000545,LOC000031,PRESENT_AT_INCIDENT,2025-06-07,FIR,0.83
P000448,LOC000020,PRESENT_AT_INCIDENT,2021-04-18,FIR,0.83
P000339,LOC000071,PRESENT_AT_INCIDENT,2025-03-25,FIR,0.62
P000789,LOC000039,PRESENT_AT_INCIDENT,2025-10-23,FIR,0.94
P000582,LOC000031,PRESENT_AT_INCIDENT,2024-10-20,FIR,0.67
P000596,LOC000031,PRESENT_AT_INCIDENT,2024-10-20,FIR,0.62
P000605,LOC000031,PRESENT_AT_INCIDENT,2024-10-20,FIR,0.7
P000606,LOC000031,PRESENT_AT_INCIDENT,2024-10-20,FIR,0.62
P000580,LOC000031,PRESENT_AT_INCIDENT,2025-11-13,FIR,0.8
P000599,LOC000031,PRESENT_AT_INCIDENT,2025-11-13,FIR,0.97
P000356,LOC000087,PRESENT_AT_INCIDENT,2026-01-22,FIR,0.65
P000894,LOC000075,PRESENT_AT_INCIDENT,2019-11-12,FIR,0.95
P000921,LOC000075,PRESENT_AT_INCIDENT,2019-11-12,FIR,0.92
P000909,LOC000075,PRESENT_AT_INCIDENT,2019-11-12,FIR,0.83
P000970,LOC000075,PRESENT_AT_INCIDENT,2019-11-12,FIR,0.93
P000480,LOC000045,PRESENT_AT_INCIDENT,2026-03-03,FIR,0.77
P000496,LOC000045,PRESENT_AT_INCIDENT,2026-03-03,FIR,0.96
P000481,LOC000045,PRESENT_AT_INCIDENT,2026-03-03,FIR,0.93
P000486,LOC000045,PRESENT_AT_INCIDENT,2026-03-03,FIR,0.62
P000516,LOC000045,PRESENT_AT_INCIDENT,2026-03-03,FIR,0.82
P000502,LOC000045,PRESENT_AT_INCIDENT,2026-03-03,FIR,0.7
P000475,LOC000045,PRESENT_AT_INCIDENT,2026-03-03,FIR,0.73
P000416,LOC000096,PRESENT_AT_INCIDENT,2024-05-15,FIR,0.74
P000406,LOC000096,PRESENT_AT_INCIDENT,2024-05-15,FIR,0.64
P000912,LOC000070,PRESENT_AT_INCIDENT,2025-11-26,FIR,0.69
P000933,LOC000070,PRESENT_AT_INCIDENT,2025-11-26,FIR,0.71
P000990,LOC000070,PRESENT_AT_INCIDENT,2025-11-26,FIR,0.97
P000411,LOC000102,PRESENT_AT_INCIDENT,2024-07-11,FIR,0.7
P000369,LOC000102,PRESENT_AT_INCIDENT,2024-07-11,FIR,0.93
P000410,LOC000102,PRESENT_AT_INCIDENT,2024-07-11,FIR,0.65
P000548,LOC000060,PRESENT_AT_INCIDENT,2022-01-21,FIR,0.61
P000542,LOC000060,PRESENT_AT_INCIDENT,2022-01-21,FIR,0.79
P000984,LOC000074,PRESENT_AT_INCIDENT,2022-01-21,FIR,0.89
P000950,LOC000074,PRESENT_AT_INCIDENT,2022-01-21,FIR,0.89
P000234,LOC000101,PRESENT_AT_INCIDENT,2019-09-20,FIR,0.73
P000180,LOC000101,PRESENT_AT_INCIDENT,2019-09-20,FIR,0.97
P000265,LOC000101,PRESENT_AT_INCIDENT,2019-09-20,FIR,0.93
P000107,LOC000121,PRESENT_AT_INCIDENT,2025-01-03,FIR,0.66
P000150,LOC000121,PRESENT_AT_INCIDENT,2025-01-03,FIR,0.74
P000126,LOC000121,PRESENT_AT_INCIDENT,2025-01-03,FIR,0.79
P000094,LOC000121,PRESENT_AT_INCIDENT,2025-01-03,FIR,0.83
P000128,LOC000121,PRESENT_AT_INCIDENT,2025-01-03,FIR,0.86
P000772,LOC000038,PRESENT_AT_INCIDENT,2025-04-07,FIR,0.83
P000764,LOC000038,PRESENT_AT_INCIDENT,2025-04-07,FIR,0.82
P000654,LOC000007,PRESENT_AT_INCIDENT,2026-01-03,FIR,0.74
P000613,LOC000007,PRESENT_AT_INCIDENT,2026-01-03,FIR,0.91
P000340,LOC000022,PRESENT_AT_INCIDENT,2025-01-03,FIR,0.95
P000013,LOC000103,PRESENT_AT_INCIDENT,2026-04-03,FIR,0.81
P000062,LOC000103,PRESENT_AT_INCIDENT,2026-04-03,FIR,0.65
P000506,LOC000008,PRESENT_AT_INCIDENT,2022-11-16,FIR,0.85
P000515,LOC000008,PRESENT_AT_INCIDENT,2022-11-16,FIR,0.85
P000496,LOC000008,PRESENT_AT_INCIDENT,2022-11-16,FIR,0.73
P000273,LOC000064,PRESENT_AT_INCIDENT,2021-03-21,FIR,0.93
P000213,LOC000064,PRESENT_AT_INCIDENT,2021-03-21,FIR,0.82
P000602,LOC000022,PRESENT_AT_INCIDENT,2025-08-13,FIR,0.71
P000608,LOC000022,PRESENT_AT_INCIDENT,2025-08-13,FIR,0.73
P000604,LOC000022,PRESENT_AT_INCIDENT,2025-08-13,FIR,0.96
P000601,LOC000022,PRESENT_AT_INCIDENT,2025-08-13,FIR,0.66
P000577,LOC000022,PRESENT_AT_INCIDENT,2025-08-13,FIR,0.85
P000021,LOC000076,PRESENT_AT_INCIDENT,2024-03-01,FIR,0.67
P000023,LOC000076,PRESENT_AT_INCIDENT,2024-03-01,FIR,0.77
P000071,LOC000076,PRESENT_AT_INCIDENT,2024-03-01,FIR,0.93
P000085,LOC000076,PRESENT_AT_INCIDENT,2024-03-01,FIR,0.78
P000157,LOC000120,PRESENT_AT_INCIDENT,2026-03-05,FIR,0.88
P000147,LOC000120,PRESENT_AT_INCIDENT,2026-03-05,FIR,0.69
P000150,LOC000120,PRESENT_AT_INCIDENT,2026-03-05,FIR,0.75
P000178,LOC000061,PRESENT_AT_INCIDENT,2026-05-31,FIR,0.94
P000238,LOC000061,PRESENT_AT_INCIDENT,2026-05-31,FIR,0.75
P000189,LOC000061,PRESENT_AT_INCIDENT,2026-05-31,FIR,0.66
P000241,LOC000061,PRESENT_AT_INCIDENT,2026-05-31,FIR,0.94
P000234,LOC000061,PRESENT_AT_INCIDENT,2026-05-31,FIR,0.97
P000941,LOC000015,PRESENT_AT_INCIDENT,2026-01-13,FIR,0.96
P000968,LOC000015,PRESENT_AT_INCIDENT,2026-01-13,FIR,0.88
P000996,LOC000072,PRESENT_AT_INCIDENT,2025-03-05,FIR,0.91
P000970,LOC000072,PRESENT_AT_INCIDENT,2025-03-05,FIR,0.96
P000905,LOC000072,PRESENT_AT_INCIDENT,2025-03-05,FIR,0.75
P000913,LOC000060,PRESENT_AT_INCIDENT,2024-08-04,FIR,0.64
P000924,LOC000060,PRESENT_AT_INCIDENT,2024-08-04,FIR,0.94
P000936,LOC000060,PRESENT_AT_INCIDENT,2024-08-04,FIR,0.83
P000926,LOC000060,PRESENT_AT_INCIDENT,2024-08-04,FIR,0.85
P000882,LOC000060,PRESENT_AT_INCIDENT,2024-08-04,FIR,0.69
P000353,LOC000096,PRESENT_AT_INCIDENT,2025-11-17,FIR,0.78
P000319,LOC000096,PRESENT_AT_INCIDENT,2025-11-17,FIR,0.86
P000296,LOC000096,PRESENT_AT_INCIDENT,2025-11-17,FIR,0.95
P000317,LOC000096,PRESENT_AT_INCIDENT,2025-11-17,FIR,0.83
P000346,LOC000096,PRESENT_AT_INCIDENT,2025-11-17,FIR,0.9
P000307,LOC000096,PRESENT_AT_INCIDENT,2025-11-17,FIR,0.85
P000292,LOC000096,PRESENT_AT_INCIDENT,2025-11-17,FIR,0.74
P000355,LOC000104,PRESENT_AT_INCIDENT,2024-05-05,FIR,0.71
P000285,LOC000043,PRESENT_AT_INCIDENT,2024-06-23,FIR,0.73
P000264,LOC000043,PRESENT_AT_INCIDENT,2024-06-23,FIR,0.74
P000341,LOC000086,PRESENT_AT_INCIDENT,2023-03-11,FIR,0.97
P000337,LOC000086,PRESENT_AT_INCIDENT,2023-03-11,FIR,0.76
P000318,LOC000086,PRESENT_AT_INCIDENT,2023-03-11,FIR,0.8
P000300,LOC000086,PRESENT_AT_INCIDENT,2023-03-11,FIR,0.78
P000310,LOC000086,PRESENT_AT_INCIDENT,2023-03-11,FIR,0.84
P000868,LOC000017,PRESENT_AT_INCIDENT,2025-07-28,FIR,0.83
P000848,LOC000017,PRESENT_AT_INCIDENT,2025-07-28,FIR,0.82
P000873,LOC000017,PRESENT_AT_INCIDENT,2025-07-28,FIR,0.89
P000857,LOC000017,PRESENT_AT_INCIDENT,2025-07-28,FIR,0.74
P000846,LOC000017,PRESENT_AT_INCIDENT,2025-07-28,FIR,0.77
P000794,LOC000035,PRESENT_AT_INCIDENT,2023-09-30,FIR,0.74
P000790,LOC000035,PRESENT_AT_INCIDENT,2023-09-30,FIR,0.79
P000677,LOC000109,PRESENT_AT_INCIDENT,2025-02-05,FIR,0.82
P000690,LOC000048,PRESENT_AT_INCIDENT,2024-02-15,FIR,0.69
P000677,LOC000048,PRESENT_AT_INCIDENT,2024-02-15,FIR,0.85
P000699,LOC000048,PRESENT_AT_INCIDENT,2024-02-15,FIR,0.73
P000684,LOC000048,PRESENT_AT_INCIDENT,2024-02-15,FIR,0.96
P000607,LOC000041,PRESENT_AT_INCIDENT,2021-06-04,FIR,0.87
P000576,LOC000041,PRESENT_AT_INCIDENT,2021-06-04,FIR,0.61
P000606,LOC000041,PRESENT_AT_INCIDENT,2021-06-04,FIR,0.84
P000609,LOC000041,PRESENT_AT_INCIDENT,2021-06-04,FIR,0.86
P000532,LOC000030,PRESENT_AT_INCIDENT,2024-09-25,FIR,0.81
P000550,LOC000030,PRESENT_AT_INCIDENT,2024-09-25,FIR,0.82
P000529,LOC000030,PRESENT_AT_INCIDENT,2024-09-25,FIR,0.76
P000581,LOC000040,PRESENT_AT_INCIDENT,2025-04-08,FIR,0.63
P000148,LOC000068,PRESENT_AT_INCIDENT,2026-02-17,FIR,0.74
P000136,LOC000068,PRESENT_AT_INCIDENT,2026-02-17,FIR,0.91
P000108,LOC000068,PRESENT_AT_INCIDENT,2026-02-17,FIR,0.68
P000803,LOC000010,PRESENT_AT_INCIDENT,2026-01-25,FIR,0.67
P000237,LOC000099,PRESENT_AT_INCIDENT,2022-10-20,FIR,0.63
P000245,LOC000099,PRESENT_AT_INCIDENT,2022-10-20,FIR,0.9
P000182,LOC000099,PRESENT_AT_INCIDENT,2022-10-20,FIR,0.6
P000252,LOC000099,PRESENT_AT_INCIDENT,2022-10-20,FIR,0.9
P000261,LOC000099,PRESENT_AT_INCIDENT,2022-10-20,FIR,0.87
P000203,LOC000099,PRESENT_AT_INCIDENT,2022-10-20,FIR,0.88
P000215,LOC000099,PRESENT_AT_INCIDENT,2022-10-20,FIR,0.87
P000542,LOC000016,PRESENT_AT_INCIDENT,2024-02-15,FIR,0.96
P000287,LOC000044,PRESENT_AT_INCIDENT,2023-08-15,FIR,0.76
P000251,LOC000044,PRESENT_AT_INCIDENT,2023-08-15,FIR,0.79
P000207,LOC000044,PRESENT_AT_INCIDENT,2023-08-15,FIR,0.81
P000888,LOC000062,PRESENT_AT_INCIDENT,2020-06-23,FIR,0.75
P000899,LOC000062,PRESENT_AT_INCIDENT,2020-06-23,FIR,0.83
P000987,LOC000062,PRESENT_AT_INCIDENT,2020-06-23,FIR,0.69
P000922,LOC000062,PRESENT_AT_INCIDENT,2020-06-23,FIR,0.6
P000661,LOC000097,PRESENT_AT_INCIDENT,2022-11-02,FIR,0.7
P000665,LOC000097,PRESENT_AT_INCIDENT,2022-11-02,FIR,0.71
P000659,LOC000097,PRESENT_AT_INCIDENT,2022-11-02,FIR,0.94
P000859,LOC000082,PRESENT_AT_INCIDENT,2024-01-18,FIR,0.97
P000876,LOC000082,PRESENT_AT_INCIDENT,2024-01-18,FIR,0.92
P000862,LOC000082,PRESENT_AT_INCIDENT,2024-01-18,FIR,0.83
P000486,LOC000081,PRESENT_AT_INCIDENT,2020-10-08,FIR,0.63
P000113,LOC000019,PRESENT_AT_INCIDENT,2025-10-23,FIR,0.83
P000147,LOC000019,PRESENT_AT_INCIDENT,2025-10-23,FIR,0.95
P000349,LOC000017,PRESENT_AT_INCIDENT,2022-10-03,FIR,0.98
P000357,LOC000017,PRESENT_AT_INCIDENT,2022-10-03,FIR,0.64
P000295,LOC000017,PRESENT_AT_INCIDENT,2022-10-03,FIR,0.92
P000949,LOC000085,PRESENT_AT_INCIDENT,2025-03-07,FIR,0.62
P000946,LOC000085,PRESENT_AT_INCIDENT,2025-03-07,FIR,0.97
P000907,LOC000085,PRESENT_AT_INCIDENT,2025-03-07,FIR,0.84
P000989,LOC000085,PRESENT_AT_INCIDENT,2025-03-07,FIR,0.71
P000559,LOC000037,PRESENT_AT_INCIDENT,2025-09-22,FIR,0.66
P000526,LOC000037,PRESENT_AT_INCIDENT,2025-09-22,FIR,0.73
P000521,LOC000037,PRESENT_AT_INCIDENT,2025-09-22,FIR,0.85
P000875,LOC000113,PRESENT_AT_INCIDENT,2026-06-24,FIR,0.63
P000871,LOC000113,PRESENT_AT_INCIDENT,2026-06-24,FIR,0.95
P000917,LOC000114,PRESENT_AT_INCIDENT,2022-12-15,FIR,0.73
P000300,LOC000021,PRESENT_AT_INCIDENT,2026-05-17,FIR,0.66
P000356,LOC000021,PRESENT_AT_INCIDENT,2026-05-17,FIR,0.68
P000347,LOC000021,PRESENT_AT_INCIDENT,2026-05-17,FIR,0.64
P000355,LOC000021,PRESENT_AT_INCIDENT,2026-05-17,FIR,0.84
P000331,LOC000097,PRESENT_AT_INCIDENT,2025-02-04,FIR,0.78
P000347,LOC000097,PRESENT_AT_INCIDENT,2025-02-04,FIR,0.83
P000695,LOC000035,PRESENT_AT_INCIDENT,2025-10-27,FIR,0.71
P000667,LOC000035,PRESENT_AT_INCIDENT,2025-10-27,FIR,0.81
P000672,LOC000035,PRESENT_AT_INCIDENT,2025-10-27,FIR,0.92
P000609,LOC000025,PRESENT_AT_INCIDENT,2025-02-05,FIR,0.63
P000593,LOC000025,PRESENT_AT_INCIDENT,2025-02-05,FIR,0.88
P000580,LOC000025,PRESENT_AT_INCIDENT,2025-02-05,FIR,0.71
P000581,LOC000025,PRESENT_AT_INCIDENT,2025-02-05,FIR,0.94
P000701,LOC000113,PRESENT_AT_INCIDENT,2026-06-17,FIR,0.8
P000711,LOC000113,PRESENT_AT_INCIDENT,2026-06-17,FIR,0.84
P000674,LOC000113,PRESENT_AT_INCIDENT,2026-06-17,FIR,0.88
P000422,LOC000011,PRESENT_AT_INCIDENT,2021-03-02,FIR,0.61
P000452,LOC000011,PRESENT_AT_INCIDENT,2021-03-02,FIR,0.93
P000376,LOC000094,PRESENT_AT_INCIDENT,2022-11-05,FIR,0.87
P000396,LOC000094,PRESENT_AT_INCIDENT,2022-11-05,FIR,0.9
P000153,LOC000061,PRESENT_AT_INCIDENT,2025-02-25,FIR,0.83
P000769,LOC000052,PRESENT_AT_INCIDENT,2026-06-10,FIR,0.73
P000600,LOC000050,PRESENT_AT_INCIDENT,2024-11-06,FIR,0.64
P000598,LOC000050,PRESENT_AT_INCIDENT,2024-11-06,FIR,0.72
P000584,LOC000050,PRESENT_AT_INCIDENT,2024-11-06,FIR,0.95
P000556,LOC000056,PRESENT_AT_INCIDENT,2026-04-30,FIR,0.64
P000520,LOC000023,PRESENT_AT_INCIDENT,2025-10-22,FIR,0.62
P000541,LOC000023,PRESENT_AT_INCIDENT,2025-10-22,FIR,0.93
P000680,LOC000039,PRESENT_AT_INCIDENT,2024-06-24,FIR,0.81
P000673,LOC000039,PRESENT_AT_INCIDENT,2024-06-24,FIR,0.63
P000530,LOC000031,PRESENT_AT_INCIDENT,2020-01-15,FIR,0.74
P000926,LOC000120,PRESENT_AT_INCIDENT,2026-06-09,FIR,0.96
P000997,LOC000120,PRESENT_AT_INCIDENT,2026-06-09,FIR,0.95
P000521,LOC000064,PRESENT_AT_INCIDENT,2024-07-29,FIR,0.79
P000567,LOC000064,PRESENT_AT_INCIDENT,2024-07-29,FIR,0.89
P000606,LOC000024,PRESENT_AT_INCIDENT,2025-03-15,FIR,0.62
P000598,LOC000024,PRESENT_AT_INCIDENT,2025-03-15,FIR,0.78
P000600,LOC000024,PRESENT_AT_INCIDENT,2025-03-15,FIR,0.95
P000585,LOC000024,PRESENT_AT_INCIDENT,2025-03-15,FIR,0.72
P000153,LOC000070,PRESENT_AT_INCIDENT,2024-03-31,FIR,0.67
P000167,LOC000070,PRESENT_AT_INCIDENT,2024-03-31,FIR,0.87
P000311,LOC000049,PRESENT_AT_INCIDENT,2018-07-21,FIR,0.78
P000344,LOC000049,PRESENT_AT_INCIDENT,2018-07-21,FIR,0.8
P000327,LOC000071,PRESENT_AT_INCIDENT,2023-06-01,FIR,0.92
P000309,LOC000071,PRESENT_AT_INCIDENT,2023-06-01,FIR,0.81
P000615,LOC000001,PRESENT_AT_INCIDENT,2025-05-02,FIR,0.93
P000659,LOC000001,PRESENT_AT_INCIDENT,2025-05-02,FIR,0.79
P000626,LOC000001,PRESENT_AT_INCIDENT,2025-05-02,FIR,0.97
P000637,LOC000001,PRESENT_AT_INCIDENT,2025-05-02,FIR,0.94
P000616,LOC000001,PRESENT_AT_INCIDENT,2025-05-02,FIR,0.86
P000617,LOC000001,PRESENT_AT_INCIDENT,2025-05-02,FIR,0.83
P000613,LOC000001,PRESENT_AT_INCIDENT,2025-05-02,FIR,0.93
P000682,LOC000113,PRESENT_AT_INCIDENT,2020-12-01,FIR,0.66
P000892,LOC000109,PRESENT_AT_INCIDENT,2020-02-27,FIR,0.77
P000536,LOC000058,PRESENT_AT_INCIDENT,2026-02-06,FIR,0.81
P000564,LOC000058,PRESENT_AT_INCIDENT,2026-02-06,FIR,0.92
P000561,LOC000058,PRESENT_AT_INCIDENT,2026-02-06,FIR,0.95
P000540,LOC000058,PRESENT_AT_INCIDENT,2026-02-06,FIR,0.89
P000516,LOC000004,PRESENT_AT_INCIDENT,2021-09-25,FIR,0.64
P000492,LOC000004,PRESENT_AT_INCIDENT,2021-09-25,FIR,0.95
P000472,LOC000004,PRESENT_AT_INCIDENT,2021-09-25,FIR,0.65
P000502,LOC000004,PRESENT_AT_INCIDENT,2021-09-25,FIR,0.96
P000808,LOC000021,PRESENT_AT_INCIDENT,2025-09-04,FIR,0.92
P000863,LOC000094,PRESENT_AT_INCIDENT,2023-09-21,FIR,0.73
P000847,LOC000094,PRESENT_AT_INCIDENT,2023-09-21,FIR,0.91
P000851,LOC000094,PRESENT_AT_INCIDENT,2023-09-21,FIR,0.77
P000986,LOC000064,PRESENT_AT_INCIDENT,2024-08-16,FIR,0.69
P000914,LOC000064,PRESENT_AT_INCIDENT,2024-08-16,FIR,0.61
P000911,LOC000064,PRESENT_AT_INCIDENT,2024-08-16,FIR,0.74
P000985,LOC000064,PRESENT_AT_INCIDENT,2024-08-16,FIR,0.92
P000511,LOC000035,PRESENT_AT_INCIDENT,2021-06-22,FIR,0.97
P000517,LOC000035,PRESENT_AT_INCIDENT,2021-06-22,FIR,0.72
P000479,LOC000035,PRESENT_AT_INCIDENT,2021-06-22,FIR,0.75
P000968,LOC000088,PRESENT_AT_INCIDENT,2019-06-22,FIR,0.85
P001000,LOC000088,PRESENT_AT_INCIDENT,2019-06-22,FIR,0.96
P000770,LOC000048,PRESENT_AT_INCIDENT,2026-06-13,FIR,0.76
P000778,LOC000048,PRESENT_AT_INCIDENT,2026-06-13,FIR,0.98
P000829,LOC000070,PRESENT_AT_INCIDENT,2025-02-03,FIR,0.82
P000844,LOC000070,PRESENT_AT_INCIDENT,2025-02-03,FIR,0.91
P000838,LOC000070,PRESENT_AT_INCIDENT,2025-02-03,FIR,0.61
P000817,LOC000070,PRESENT_AT_INCIDENT,2025-02-03,FIR,0.63
P000832,LOC000070,PRESENT_AT_INCIDENT,2025-02-03,FIR,0.76
P000005,LOC000007,PRESENT_AT_INCIDENT,2025-07-07,FIR,0.65
P000078,LOC000007,PRESENT_AT_INCIDENT,2025-07-07,FIR,0.8
P000035,LOC000007,PRESENT_AT_INCIDENT,2025-07-07,FIR,0.91
P000284,LOC000019,PRESENT_AT_INCIDENT,2023-07-15,FIR,0.71
P000236,LOC000019,PRESENT_AT_INCIDENT,2023-07-15,FIR,0.67
P000180,LOC000019,PRESENT_AT_INCIDENT,2023-07-15,FIR,0.64
P000288,LOC000019,PRESENT_AT_INCIDENT,2023-07-15,FIR,0.83
P000222,LOC000060,PRESENT_AT_INCIDENT,2024-12-21,FIR,0.94
P000235,LOC000060,PRESENT_AT_INCIDENT,2024-12-21,FIR,0.83
P000711,LOC000038,PRESENT_AT_INCIDENT,2022-05-20,FIR,0.73
P000584,LOC000030,PRESENT_AT_INCIDENT,2024-02-04,FIR,0.82
P000598,LOC000030,PRESENT_AT_INCIDENT,2024-02-04,FIR,0.97
P000817,LOC000080,PRESENT_AT_INCIDENT,2026-03-07,FIR,0.62
P000821,LOC000080,PRESENT_AT_INCIDENT,2026-03-07,FIR,0.95
P000138,LOC000120,PRESENT_AT_INCIDENT,2023-11-21,FIR,0.66
P000166,LOC000120,PRESENT_AT_INCIDENT,2023-11-21,FIR,0.65
P000150,LOC000120,PRESENT_AT_INCIDENT,2023-11-21,FIR,0.89
P000873,LOC000053,PRESENT_AT_INCIDENT,2025-11-16,FIR,0.98
P000848,LOC000053,PRESENT_AT_INCIDENT,2025-11-16,FIR,0.7
P000813,LOC000057,PRESENT_AT_INCIDENT,2025-11-13,FIR,0.8
P000845,LOC000057,PRESENT_AT_INCIDENT,2025-11-13,FIR,0.9
P000818,LOC000057,PRESENT_AT_INCIDENT,2025-11-13,FIR,0.9
P000820,LOC000057,PRESENT_AT_INCIDENT,2025-11-13,FIR,0.62
P000772,LOC000022,PRESENT_AT_INCIDENT,2026-03-26,FIR,0.63
P000785,LOC000022,PRESENT_AT_INCIDENT,2026-03-26,FIR,0.73
P000792,LOC000022,PRESENT_AT_INCIDENT,2026-03-26,FIR,0.61
P000774,LOC000022,PRESENT_AT_INCIDENT,2026-03-26,FIR,0.62
P000872,LOC000113,PRESENT_AT_INCIDENT,2021-08-15,FIR,0.82
P000852,LOC000113,PRESENT_AT_INCIDENT,2021-08-15,FIR,0.78
P000854,LOC000113,PRESENT_AT_INCIDENT,2021-08-15,FIR,0.97
P000163,LOC000064,PRESENT_AT_INCIDENT,2020-10-22,FIR,0.74
P000136,LOC000064,PRESENT_AT_INCIDENT,2020-10-22,FIR,0.9
P000119,LOC000064,PRESENT_AT_INCIDENT,2020-10-22,FIR,0.92
P000116,LOC000064,PRESENT_AT_INCIDENT,2020-10-22,FIR,0.64
P000107,LOC000064,PRESENT_AT_INCIDENT,2020-10-22,FIR,0.77
P000154,LOC000064,PRESENT_AT_INCIDENT,2020-10-22,FIR,0.65
P000126,LOC000064,PRESENT_AT_INCIDENT,2020-10-22,FIR,0.72
P000379,LOC000031,PRESENT_AT_INCIDENT,2025-06-27,FIR,0.76
P000390,LOC000031,PRESENT_AT_INCIDENT,2025-06-27,FIR,0.77
P000401,LOC000031,PRESENT_AT_INCIDENT,2025-06-27,FIR,0.67
P000412,LOC000031,PRESENT_AT_INCIDENT,2025-06-27,FIR,0.86
P000587,LOC000048,PRESENT_AT_INCIDENT,2025-07-25,FIR,0.63
P000572,LOC000048,PRESENT_AT_INCIDENT,2025-07-25,FIR,0.83
P000603,LOC000048,PRESENT_AT_INCIDENT,2025-07-25,FIR,0.7
P000604,LOC000048,PRESENT_AT_INCIDENT,2025-07-25,FIR,0.96
P000595,LOC000048,PRESENT_AT_INCIDENT,2025-07-25,FIR,0.76
P000454,LOC000114,PRESENT_AT_INCIDENT,2025-10-26,FIR,0.91
P000424,LOC000114,PRESENT_AT_INCIDENT,2025-10-26,FIR,0.89
P000447,LOC000114,PRESENT_AT_INCIDENT,2025-10-26,FIR,0.79
P000429,LOC000114,PRESENT_AT_INCIDENT,2025-10-26,FIR,0.66
P000954,LOC000065,PRESENT_AT_INCIDENT,2020-10-10,FIR,0.93
P000914,LOC000065,PRESENT_AT_INCIDENT,2020-10-10,FIR,0.79
P000984,LOC000065,PRESENT_AT_INCIDENT,2020-10-10,FIR,0.94
P000919,LOC000065,PRESENT_AT_INCIDENT,2020-10-10,FIR,0.75
P000612,LOC000110,PRESENT_AT_INCIDENT,2025-12-11,FIR,0.82
P000633,LOC000110,PRESENT_AT_INCIDENT,2025-12-11,FIR,0.67
P000652,LOC000110,PRESENT_AT_INCIDENT,2025-12-11,FIR,0.84
P000588,LOC000114,PRESENT_AT_INCIDENT,2024-10-08,FIR,0.96
P000584,LOC000114,PRESENT_AT_INCIDENT,2024-10-08,FIR,0.82
P000598,LOC000114,PRESENT_AT_INCIDENT,2024-10-08,FIR,0.67
P000582,LOC000114,PRESENT_AT_INCIDENT,2024-10-08,FIR,0.66
P000502,LOC000029,PRESENT_AT_INCIDENT,2025-01-03,FIR,0.87
P000487,LOC000029,PRESENT_AT_INCIDENT,2025-01-03,FIR,0.68
P000473,LOC000029,PRESENT_AT_INCIDENT,2025-01-03,FIR,0.78
P000538,LOC000037,PRESENT_AT_INCIDENT,2026-03-23,FIR,0.65
P000544,LOC000037,PRESENT_AT_INCIDENT,2026-03-23,FIR,0.79
P000566,LOC000037,PRESENT_AT_INCIDENT,2026-03-23,FIR,0.64
P000117,LOC000019,PRESENT_AT_INCIDENT,2025-09-23,FIR,0.71
P000100,LOC000019,PRESENT_AT_INCIDENT,2025-09-23,FIR,0.89
P000106,LOC000019,PRESENT_AT_INCIDENT,2025-09-23,FIR,0.86
P000777,LOC000018,PRESENT_AT_INCIDENT,2024-02-14,FIR,0.72
P000800,LOC000018,PRESENT_AT_INCIDENT,2024-02-14,FIR,0.91
P000775,LOC000018,PRESENT_AT_INCIDENT,2024-02-14,FIR,0.77
P000871,LOC000117,PRESENT_AT_INCIDENT,2023-03-03,FIR,0.79
P000858,LOC000117,PRESENT_AT_INCIDENT,2023-03-03,FIR,0.86
