person_id,account_id,relation,from_date,to_date
P000696,AC001215,HOLDER,2024-06-13,
P000696,AC001216,HOLDER,2016-12-27,
P000697,AC001217,HOLDER,2019-11-13,
P000698,AC001218,HOLDER,2021-12-20,
P000699,AC001219,HOLDER,2024-03-06,
P000700,AC001220,HOLDER,2013-07-24,
P000700,AC001221,HOLDER,2022-03-08,
P000701,AC001222,HOLDER,2014-01-06,
P000701,AC001223,HOLDER,2026-04-19,
P000702,AC001224,HOLDER,2023-06-13,
P000702,AC001225,HOLDER,2019-07-15,
P000703,AC001226,HOLDER,2014-06-02,
P000704,AC001227,HOLDER,2018-07-11,
P000705,AC001228,HOLDER,2016-11-17,
P000706,AC001229,HOLDER,2020-05-06,
P000706,AC001230,HOLDER,2013-02-08,
P000707,AC001231,HOLDER,2015-08-15,
P000708,AC001232,HOLDER,2018-05-26,
P000709,AC001233,HOLDER,2014-05-13,
P000709,AC001234,HOLDER,2017-01-25,
P000710,AC001235,HOLDER,2019-11-17,
P000711,AC001236,HOLDER,2018-04-19,
P000712,AC001237,HOLDER,2013-09-09,
P000712,AC001238,HOLDER,2020-02-26,
P000713,AC001239,HOLDER,2021-11-14,
P000714,AC001240,HOLDER,2019-12-06,
P000714,AC001241,HOLDER,2022-09-27,
P000715,AC001242,HOLDER,2021-04-26,
P000715,AC001243,HOLDER,2014-09-23,
P000716,AC001244,HOLDER,2019-12-30,
P000717,AC001245,HOLDER,2019-10-02,
P000718,AC001246,HOLDER,2018-07-02,
P000718,AC001247,HOLDER,2019-11-29,
P000719,AC001248,HOLDER,2018-03-21,
P000719,AC001249,HOLDER,2025-11-16,
P000719,AC001250,HOLDER,2015-06-19,
P000720,AC001251,HOLDER,2020-11-11,
P000721,AC001252,HOLDER,2019-10-13,
P000721,AC001253,HOLDER,2015-09-07,
P000722,AC001254,HOLDER,2018-12-15,
P000722,AC001255,HOLDER,2015-09-12,
P000723,AC001256,HOLDER,2021-04-02,
P000723,AC001257,HOLDER,2017-06-28,
P000723,AC001258,HOLDER,2013-05-22,
P000724,AC001259,HOLDER,2019-08-26,
P000724,AC001260,HOLDER,2019-03-26,
P000724,AC001261,HOLDER,2021-08-21,
P000725,AC001262,HOLDER,2016-01-26,
P000726,AC001263,HOLDER,2017-05-18,
P000727,AC001264,HOLDER,2020-09-03,
P000727,AC001265,HOLDER,2023-07-22,
P000727,AC001266,HOLDER,2014-04-06,
P000728,AC001267,HOLDER,2022-07-18,
P000729,AC001268,HOLDER,2015-03-28,
P000729,AC001269,HOLDER,2021-01-06,
P000730,AC001270,HOLDER,2021-02-08,
P000730,AC001271,HOLDER,2013-08-03,
P000730,AC001272,HOLDER,2021-06-01,
P000730,AC001273,HOLDER,2015-10-15,
P000730,AC001274,HOLDER,2020-08-17,
P000731,AC001275,HOLDER,2014-07-23,
P000732,AC001276,HOLDER,2016-04-27,
P000733,AC001277,HOLDER,2024-05-15,
P000733,AC001278,HOLDER,2018-10-20,
P000734,AC001279,HOLDER,2014-05-23,
P000735,AC001280,HOLDER,2020-08-12,
P000735,AC001281,HOLDER,2021-08-18,
P000735,AC001282,HOLDER,2025-05-23,
P000736,AC001283,HOLDER,2018-09-28,
P000736,AC001284,HOLDER,2019-01-20,
P000737,AC001285,HOLDER,2020-04-14,
P000737,AC001286,HOLDER,2017-10-22,
P000737,AC001287,HOLDER,2018-03-21,
P000737,AC001288,HOLDER,2020-01-04,
P000738,AC001289,HOLDER,2016-03-18,
P000738,AC001290,HOLDER,2026-01-21,
P000738,AC001291,HOLDER,2019-04-10,
P000738,AC001292,HOLDER,2022-12-15,
P000738,AC001293,HOLDER,2015-03-21,
P000739,AC001294,HOLDER,2020-12-29,
P000740,AC001295,HOLDER,2019-06-03,
P000741,AC001296,HOLDER,2025-08-17,
P000741,AC001297,HOLDER,2013-05-29,
P000741,AC001298,HOLDER,2018-04-08,
P000741,AC001299,HOLDER,2023-04-21,
P000741,AC001300,HOLDER,2021-06-20,
P000742,AC001301,HOLDER,2021-05-22,
P000743,AC001302,HOLDER,2023-02-18,
P000744,AC001303,HOLDER,2020-01-01,
P000745,AC001304,HOLDER,2022-11-06,
P000746,AC001305,HOLDER,2016-09-27,
P000747,AC001306,HOLDER,2017-05-10,
P000747,AC001307,HOLDER,2017-06-24,
P000748,AC001308,HOLDER,2018-01-09,
P000748,AC001309,HOLDER,2026-01-30,
P000748,AC001310,HOLDER,2021-12-14,
P000748,AC001311,HOLDER,2021-06-07,
P000748,AC001312,HOLDER,2013-08-21,
P000749,AC001313,HOLDER,2025-11-17,
P000750,AC001314,HOLDER,2025-09-27,
P000750,AC001315,HOLDER,2023-04-03,
P000751,AC001316,HOLDER,2013-03-31,
P000752,AC001317,HOLDER,2017-11-27,
P000753,AC001318,HOLDER,2024-04-22,
P000754,AC001319,HOLDER,2020-02-11,
P000755,AC001320,HOLDER,2017-03-24,
P000755,AC001321,HOLDER,2018-01-22,
P000755,AC001322,HOLDER,2018-06-03,
P000756,AC001323,HOLDER,2016-01-14,
P000757,AC001324,HOLDER,2025-08-31,
P000758,AC001325,HOLDER,2018-01-19,
P000759,AC001326,HOLDER,2014-10-18,
P000759,AC001327,HOLDER,2024-11-27,
P000760,AC001328,HOLDER,2018-11-24,
P000760,AC001329,HOLDER,2026-06-20,
P000761,AC001330,HOLDER,2015-01-16,
P000762,AC001331,HOLDER,2022-12-05,
P000763,AC001332,HOLDER,2021-10-05,
P000764,AC001333,HOLDER,2025-06-11,
P000765,AC001334,HOLDER,2021-05-12,
P000765,AC001335,HOLDER,2020-07-21,
P000765,AC001336,HOLDER,2023-10-20,
P000766,AC001337,HOLDER,2025-06-18,
P000767,AC001338,HOLDER,2020-03-26,
P000767,AC001339,HOLDER,2015-04-08,
P000768,AC001340,HOLDER,2017-05-19,
P000769,AC001341,HOLDER,2024-05-15,
P000770,AC001342,HOLDER,2018-05-29,
P000771,AC001343,HOLDER,2020-11-15,
P000772,AC001344,HOLDER,2020-05-17,
P000772,AC001345,HOLDER,2024-12-19,
P000773,AC001346,HOLDER,2022-08-16,
P000773,AC001347,HOLDER,2022-06-04,
P000773,AC001348,HOLDER,2025-11-15,
P000773,AC001349,HOLDER,2023-03-31,
P000774,AC001350,HOLDER,2021-04-13,
P000774,AC001351,HOLDER,2022-10-14,
P000775,AC001352,HOLDER,2021-11-03,
P000776,AC001353,HOLDER,2023-02-07,
P000776,AC001354,HOLDER,2021-05-22,
P000776,AC001355,HOLDER,2017-07-17,
P000776,AC001356,HOLDER,2019-02-28,
P000776,AC001357,HOLDER,2017-06-13,
P000777,AC001358,HOLDER,2025-03-23,
P000777,AC001359,HOLDER,2018-09-14,
P000778,AC001360,HOLDER,2024-09-06,
P000778,AC001361,HOLDER,2023-04-29,
P000778,AC001362,HOLDER,2022-02-26,
P000778,AC001363,HOLDER,2023-01-05,
P000779,AC001364,HOLDER,2014-03-30,
P000779,AC001365,HOLDER,2024-10-29,
P000780,AC001366,HOLDER,2015-10-19,
P000781,AC001367,HOLDER,2017-01-31,
P000782,AC001368,HOLDER,2014-05-21,
P000782,AC001369,HOLDER,2023-10-12,
P000783,AC001370,HOLDER,2021-04-30,
P000783,AC001371,HOLDER,2017-09-25,
P000783,AC001372,HOLDER,2013-12-19,
P000783,AC001373,HOLDER,2025-01-09,
P000784,AC001374,HOLDER,2013-07-02,
P000785,AC001375,HOLDER,2023-02-26,
P000786,AC001376,HOLDER,2024-06-17,
P000787,AC001377,HOLDER,2013-11-17,
P000788,AC001378,HOLDER,2016-01-16,
P000788,AC001379,HOLDER,2024-11-23,
P000789,AC001380,HOLDER,2019-01-03,
P000789,AC001381,HOLDER,2024-12-11,
P000789,AC001382,HOLDER,2021-06-09,
P000790,AC001383,HOLDER,2023-05-19,
P000790,AC001384,HOLDER,2025-12-03,
P000791,AC001385,HOLDER,2025-02-02,
P000791,AC001386,HOLDER,2025-12-14,
P000792,AC001387,HOLDER,2018-06-15,
P000793,AC001388,HOLDER,2015-08-08,
P000794,AC001389,HOLDER,2024-08-13,
P000795,AC001390,HOLDER,2017-04-11,
P000796,AC001391,HOLDER,2026-03-28,
P000797,AC001392,HOLDER,2014-12-15,
P000797,AC001393,HOLDER,2024-05-12,
P000798,AC001394,HOLDER,2018-12-16,
P000798,AC001395,HOLDER,2019-03-06,
P000799,AC001396,HOLDER,2016-07-29,
P000799,AC001397,HOLDER,2017-02-17,
P000799,AC001398,HOLDER,2020-06-27,
P000800,AC001399,HOLDER,2017-02-04,
P000800,AC001400,HOLDER,2017-01-17,
P000801,AC001401,HOLDER,2017-03-29,
P000802,AC001402,HOLDER,2016-09-29,
P000803,AC001403,HOLDER,2013-04-17,
P000803,AC001404,HOLDER,2017-10-04,
P000804,AC001405,HOLDER,2015-08-08,
P000804,AC001406,HOLDER,2019-06-07,
P000805,AC001407,HOLDER,2023-01-20,
P000805,AC001408,HOLDER,2025-01-25,
P000806,AC001409,HOLDER,2013-12-26,
P000806,AC001410,HOLDER,2023-10-27,
P000807,AC001411,HOLDER,2017-05-20,
P000808,AC001412,HOLDER,2020-09-07,
P000808,AC001413,HOLDER,2022-11-25,
P000809,AC001414,HOLDER,2022-01-02,
P000810,AC001415,HOLDER,2026-04-15,
P000810,AC001416,HOLDER,2025-06-13,
P000811,AC001417,HOLDER,2022-04-05,
P000811,AC001418,HOLDER,2024-04-12,
P000812,AC001419,HOLDER,2024-07-11,
P000812,AC001420,HOLDER,2015-10-22,
P000813,AC001421,HOLDER,2020-08-27,
P000813,AC001422,HOLDER,2019-02-12,
P000813,AC001423,HOLDER,2022-12-22,
P000813,AC001424,HOLDER,2025-10-17,
P000814,AC001425,HOLDER,2015-07-23,
P000814,AC001426,HOLDER,2020-12-25,
P000815,AC001427,HOLDER,2022-05-20,
P000816,AC001428,HOLDER,2025-12-03,
P000816,AC001429,HOLDER,2025-11-23,
P000817,AC001430,HOLDER,2013-10-15,
P000818,AC001431,HOLDER,2020-01-27,
P000818,AC001432,HOLDER,2019-08-15,
P000819,AC001433,HOLDER,2014-05-15,
P000819,AC001434,HOLDER,2018-10-12,
P000820,AC001435,HOLDER,2020-01-28,
P000820,AC001436,HOLDER,2014-04-23,
P000820,AC001437,HOLDER,2016-06-23,
P000820,AC001438,HOLDER,2025-04-18,
P000821,AC001439,HOLDER,2019-04-11,
P000822,AC001440,HOLDER,2023-04-11,
P000823,AC001441,HOLDER,2025-02-28,
P000824,AC001442,HOLDER,2021-06-24,
P000825,AC001443,HOLDER,2013-11-09,
P000826,AC001444,HOLDER,2024-05-25,
P000827,AC001445,HOLDER,2021-05-28,
P000828,AC001446,HOLDER,2023-01-09,
P000828,AC001447,HOLDER,2021-08-20,
P000829,AC001448,HOLDER,2017-12-20,
P000829,AC001449,HOLDER,2022-12-26,
P000829,AC001450,HOLDER,2023-11-03,
P000830,AC001451,HOLDER,2019-05-21,
P000830,AC001452,HOLDER,2016-10-24,
P000830,AC001453,HOLDER,2022-08-04,
P000831,AC001454,HOLDER,2022-02-18,
P000832,AC001455,HOLDER,2020-07-25,
P000833,AC001456,HOLDER,2015-07-27,
P000834,AC001457,HOLDER,2016-06-02,
P000834,AC001458,HOLDER,2020-12-19,
P000834,AC001459,HOLDER,2025-10-20,
P000835,AC001460,HOLDER,2024-10-03,
P000835,AC001461,HOLDER,2026-05-09,
P000836,AC001462,HOLDER,2015-12-02,
P000837,AC001463,HOLDER,2016-09-07,
P000838,AC001464,HOLDER,2015-06-28,
P000839,AC001465,HOLDER,2017-08-20,
P000840,AC001466,HOLDER,2026-06-09,
P000840,AC001467,HOLDER,2022-07-16,
P000840,AC001468,HOLDER,2024-04-22,
P000840,AC001469,HOLDER,2024-01-16,
P000841,AC001470,HOLDER,2016-10-27,
P000842,AC001471,HOLDER,2015-04-26,
P000843,AC001472,HOLDER,2021-05-19,
P000843,AC001473,HOLDER,2015-01-15,
P000844,AC001474,HOLDER,2018-01-18,
P000844,AC001475,HOLDER,2024-04-29,
P000845,AC001476,HOLDER,2014-03-11,
P000846,AC001477,HOLDER,2026-05-05,
P000847,AC001478,HOLDER,2014-04-26,
P000847,AC001479,HOLDER,2020-10-22,
P000848,AC001480,HOLDER,2013-03-31,
P000848,AC001481,HOLDER,2013-07-09,
P000849,AC001482,HOLDER,2023-08-25,
P000849,AC001483,HOLDER,2020-07-31,
P000850,AC001484,HOLDER,2022-07-30,
P000851,AC001485,HOLDER,2019-11-17,
P000852,AC001486,HOLDER,2019-05-16,
P000853,AC001487,HOLDER,2018-11-05,
P000854,AC001488,HOLDER,2018-03-15,
P000854,AC001489,HOLDER,2021-03-12,
P000854,AC001490,HOLDER,2013-10-12,
P000854,AC001491,HOLDER,2024-04-17,
P000854,AC001492,HOLDER,2020-07-17,
P000855,AC001493,HOLDER,2013-03-11,
P000855,AC001494,HOLDER,2026-04-19,
P000855,AC001495,HOLDER,2021-12-21,
P000856,AC001496,HOLDER,2013-11-10,
P000856,AC001497,HOLDER,2014-12-14,
P000856,AC001498,HOLDER,2024-09-27,
P000856,AC001499,HOLDER,2021-01-29,
P000856,AC001500,HOLDER,2015-09-27,
P000857,AC001501,HOLDER,2024-11-16,
P000858,AC001502,HOLDER,2017-09-21,
P000858,AC001503,HOLDER,2025-07-02,
P000859,AC001504,HOLDER,2016-05-08,
P000859,AC001505,HOLDER,2016-10-24,
P000860,AC001506,HOLDER,2024-02-25,
P000860,AC001507,HOLDER,2022-05-28,
P000860,AC001508,HOLDER,2015-11-11,
P000860,AC001509,HOLDER,2021-08-21,
P000861,AC001510,HOLDER,2025-07-05,
P000861,AC001511,HOLDER,2015-05-07,
P000862,AC001512,HOLDER,2018-07-26,
P000863,AC001513,HOLDER,2023-02-24,
P000864,AC001514,HOLDER,2019-02-01,
P000865,AC001515,HOLDER,2023-09-16,
P000865,AC001516,HOLDER,2022-07-12,
P000865,AC001517,HOLDER,2023-02-26,
P000865,AC001518,HOLDER,2025-05-06,
P000865,AC001519,HOLDER,2014-08-03,
P000866,AC001520,HOLDER,2021-08-24,
P000866,AC001521,HOLDER,2024-01-13,
P000866,AC001522,HOLDER,2021-04-11,
P000867,AC001523,HOLDER,2023-04-17,
P000867,AC001524,HOLDER,2021-11-14,
P000867,AC001525,HOLDER,2014-04-11,
P000868,AC001526,HOLDER,2020-07-14,
P000868,AC001527,HOLDER,2015-01-25,
P000868,AC001528,HOLDER,2022-08-26,
P000868,AC001529,HOLDER,2024-08-25,
P000868,AC001530,HOLDER,2021-12-28,
P000869,AC001531,HOLDER,2015-10-23,
P000869,AC001532,HOLDER,2026-05-13,
P000869,AC001533,HOLDER,2015-08-19,
P000870,AC001534,HOLDER,2023-03-17,
P000871,AC001535,HOLDER,2022-10-24,
P000872,AC001536,HOLDER,2016-09-30,
P000873,AC001537,HOLDER,2018-06-30,
P000874,AC001538,HOLDER,2018-04-13,
P000875,AC001539,HOLDER,2022-08-08,
P000876,AC001540,HOLDER,2013-10-30,
P000876,AC001541,HOLDER,2023-05-05,
P000877,AC001542,HOLDER,2025-10-30,
P000877,AC001543,HOLDER,2019-05-18,
P000878,AC001544,HOLDER,2017-09-24,
P000879,AC001545,HOLDER,2017-01-10,
P000880,AC001546,HOLDER,2024-07-30,
P000881,AC001547,HOLDER,2026-01-15,
P000882,AC001548,HOLDER,2019-05-28,
P000883,AC001549,HOLDER,2019-10-20,
P000884,AC001550,HOLDER,2022-06-15,
P000885,AC001551,HOLDER,2015-04-22,
P000886,AC001552,HOLDER,2021-02-12,
P000886,AC001553,HOLDER,2013-05-29,
P000887,AC001554,HOLDER,2021-04-03,
P000888,AC001555,HOLDER,2017-04-17,
P000889,AC001556,HOLDER,2026-01-19,
P000890,AC001557,HOLDER,2017-04-15,
P000891,AC001558,HOLDER,2013-08-31,
P000892,AC001559,HOLDER,2013-05-26,
P000892,AC001560,HOLDER,2020-08-30,
P000893,AC001561,HOLDER,2016-04-26,
P000893,AC001562,HOLDER,2025-10-27,
P000894,AC001563,HOLDER,2014-05-03,
P000895,AC001564,HOLDER,2019-12-08,
P000896,AC001565,HOLDER,2017-02-12,
P000897,AC001566,HOLDER,2025-11-15,
P000898,AC001567,HOLDER,2015-07-20,
P000899,AC001568,HOLDER,2025-10-25,
P000899,AC001569,HOLDER,2022-08-20,
P000900,AC001570,HOLDER,2023-07-26,
P000900,AC001571,HOLDER,2013-05-30,
P000901,AC001572,HOLDER,2021-03-30,
P000902,AC001573,HOLDER,2014-03-05,
P000902,AC001574,HOLDER,2016-04-16,
P000903,AC001575,HOLDER,2024-11-26,
P000903,AC001576,HOLDER,2026-03-10,
P000904,AC001577,HOLDER,2025-06-30,
P000905,AC001578,HOLDER,2014-03-04,
P000905,AC001579,HOLDER,2025-09-22,
P000906,AC001580,HOLDER,2017-02-21,
P000906,AC001581,HOLDER,2016-10-05,
P000907,AC001582,HOLDER,2023-10-03,
P000908,AC001583,HOLDER,2017-06-26,
P000908,AC001584,HOLDER,2014-02-25,
P000909,AC001585,HOLDER,2014-07-06,
P000910,AC001586,HOLDER,2014-12-24,
P000911,AC001587,HOLDER,2017-01-02,
P000912,AC001588,HOLDER,2015-10-06,
P000913,AC001589,HOLDER,2018-09-01,
P000914,AC001590,HOLDER,2021-04-22,
P000914,AC001591,HOLDER,2013-01-30,
P000915,AC001592,HOLDER,2024-02-13,
P000916,AC001593,HOLDER,2016-03-01,
P000917,AC001594,HOLDER,2025-04-13,
P000918,AC001595,HOLDER,2019-12-04,
P000918,AC001596,HOLDER,2014-10-30,
P000919,AC001597,HOLDER,2015-09-18,
P000920,AC001598,HOLDER,2013-09-02,
P000921,AC001599,HOLDER,2020-05-18,
P000922,AC001600,HOLDER,2018-02-25,
P000923,AC001601,HOLDER,2016-01-19,
P000924,AC001602,HOLDER,2023-11-17,
P000925,AC001603,HOLDER,2015-05-16,
P000925,AC001604,HOLDER,2025-05-10,
P000926,AC001605,HOLDER,2020-11-01,
P000927,AC001606,HOLDER,2025-05-13,
P000928,AC001607,HOLDER,2026-06-02,
P000929,AC001608,HOLDER,2023-08-27,
P000930,AC001609,HOLDER,2022-06-15,
P000931,AC001610,HOLDER,2020-10-04,
P000931,AC001611,HOLDER,2014-10-15,
P000932,AC001612,HOLDER,2018-11-12,
P000933,AC001613,HOLDER,2024-10-22,
P000934,AC001614,HOLDER,2024-08-25,
P000934,AC001615,HOLDER,2019-10-11,
P000935,AC001616,HOLDER,2020-03-10,
P000936,AC001617,HOLDER,2013-09-21,
P000937,AC001618,HOLDER,2026-05-09,
P000938,AC001619,HOLDER,2021-11-06,
P000938,AC001620,HOLDER,2019-07-17,
P000939,AC001621,HOLDER,2013-04-19,
P000940,AC001622,HOLDER,2020-09-25,
P000941,AC001623,HOLDER,2022-12-14,
P000941,AC001624,HOLDER,2015-08-11,
P000941,AC001625,HOLDER,2015-11-18,
P000942,AC001626,HOLDER,2018-05-20,
P000943,AC001627,HOLDER,2025-01-18,
P000943,AC001628,HOLDER,2013-02-10,
P000944,AC001629,HOLDER,2020-05-31,
P000945,AC001630,HOLDER,2025-08-23,
P000945,AC001631,HOLDER,2020-04-05,
P000946,AC001632,HOLDER,2016-04-09,
P000947,AC001633,HOLDER,2017-03-16,
P000948,AC001634,HOLDER,2014-09-28,
P000949,AC001635,HOLDER,2013-05-16,
P000950,AC001636,HOLDER,2023-10-27,
P000950,AC001637,HOLDER,2018-11-30,
P000951,AC001638,HOLDER,2014-05-21,
P000952,AC001639,HOLDER,2019-07-18,
P000953,AC001640,HOLDER,2013-09-02,
P000954,AC001641,HOLDER,2023-01-10,
P000955,AC001642,HOLDER,2022-01-08,
P000956,AC001643,HOLDER,2023-01-10,
P000957,AC001644,HOLDER,2024-01-13,
P000957,AC001645,HOLDER,2013-03-13,
P000958,AC001646,HOLDER,2015-08-15,
P000959,AC001647,HOLDER,2015-01-10,
P000959,AC001648,HOLDER,2018-11-05,
P000960,AC001649,HOLDER,2024-12-12,
P000960,AC001650,HOLDER,2017-04-21,
P000960,AC001651,HOLDER,2015-07-06,
P000961,AC001652,HOLDER,2017-03-25,
P000962,AC001653,HOLDER,2021-05-17,
P000963,AC001654,HOLDER,2015-05-04,
P000964,AC001655,HOLDER,2024-05-02,
P000964,AC001656,HOLDER,2020-11-15,
P000965,AC001657,HOLDER,2019-12-30,
P000966,AC001658,HOLDER,2014-08-23,
P000966,AC001659,HOLDER,2022-01-01,
P000967,AC001660,HOLDER,2013-12-12,
P000967,AC001661,HOLDER,2014-05-17,
P000967,AC001662,HOLDER,2016-04-15,
P000968,AC001663,HOLDER,2025-01-22,
P000969,AC001664,HOLDER,2022-08-01,
P000969,AC001665,HOLDER,2013-05-05,
P000970,AC001666,HOLDER,2013-04-28,
P000971,AC001667,HOLDER,2013-01-29,
P000971,AC001668,HOLDER,2023-08-19,
P000972,AC001669,HOLDER,2019-04-28,
P000973,AC001670,HOLDER,2024-07-15,
P000973,AC001671,HOLDER,2015-02-15,
P000974,AC001672,HOLDER,2017-12-04,
P000974,AC001673,HOLDER,2018-08-23,
P000975,AC001674,HOLDER,2026-04-19,
P000975,AC001675,HOLDER,2016-04-08,
P000976,AC001676,HOLDER,2017-09-07,
P000977,AC001677,HOLDER,2017-08-10,
P000978,AC001678,HOLDER,2017-10-19,
P000979,AC001679,HOLDER,2024-09-22,
P000979,AC001680,HOLDER,2018-04-26,
P000980,AC001681,HOLDER,2014-01-29,
P000981,AC001682,HOLDER,2020-05-18,
P000982,AC001683,HOLDER,2021-08-22,
P000983,AC001684,HOLDER,2022-09-03,
P000984,AC001685,HOLDER,2018-07-27,
P000985,AC001686,HOLDER,2019-10-17,
P000985,AC001687,HOLDER,2026-03-27,
P000986,AC001688,HOLDER,2013-12-20,
P000986,AC001689,HOLDER,2020-06-13,
P000987,AC001690,HOLDER,2015-04-30,
P000988,AC001691,HOLDER,2014-10-22,
P000989,AC001692,HOLDER,2017-02-02,
P000990,AC001693,HOLDER,2026-05-24,
P000990,AC001694,HOLDER,2023-10-25,
P000991,AC001695,HOLDER,2024-11-23,
P000992,AC001696,HOLDER,2013-08-05,
P000992,AC001697,HOLDER,2017-06-23,
P000993,AC001698,HOLDER,2019-09-05,
P000993,AC001699,HOLDER,2026-03-16,
P000994,AC001700,HOLDER,2019-08-15,
P000995,AC001701,HOLDER,2019-11-10,
P000996,AC001702,HOLDER,2018-06-01,
P000996,AC001703,HOLDER,2023-06-21,
P000997,AC001704,HOLDER,2016-08-03,
P000998,AC001705,HOLDER,2023-05-22,
P000999,AC001706,HOLDER,2014-05-04,
P001000,AC001707,HOLDER,2023-08-26,
P001000,AC001708,HOLDER,2025-11-25,
P001001,AC001709,HOLDER,2014-04-05,
P001002,AC001710,HOLDER,2013-09-16,
P001003,AC001711,HOLDER,2026-05-08,
P001004,AC001712,HOLDER,2013-07-28,
P001005,AC001713,HOLDER,2015-10-30,
P001006,AC001714,HOLDER,2024-06-04,
P001007,AC001715,HOLDER,2025-07-29,
P001009,AC001716,HOLDER,2014-10-30,
P001010,AC001717,HOLDER,2024-01-07,
P001011,AC001718,HOLDER,2023-12-06,
P001012,AC001719,HOLDER,2020-03-14,
P001013,AC001720,HOLDER,2025-01-27,
P001016,AC001721,HOLDER,2019-09-20,
P001017,AC001722,HOLDER,2021-05-24,
P001018,AC001723,HOLDER,2022-05-25,
P001019,AC001724,HOLDER,2016-01-15,
P001020,AC001725,HOLDER,2018-01-04,
P001021,AC001726,HOLDER,2022-12-12,
P001022,AC001727,HOLDER,2022-10-04,
P001023,AC001728,HOLDER,2025-01-16,
P001026,AC001729,HOLDER,2018-08-21,
P001027,AC001730,HOLDER,2023-10-10,
P001028,AC001731,HOLDER,2015-08-17,
P001030,AC001732,HOLDER,2018-02-25,
P001031,AC001733,HOLDER,2026-02-27,
P001035,AC001734,HOLDER,2018-10-15,
P001037,AC001735,HOLDER,2017-11-16,
P001040,AC001736,HOLDER,2013-03-16,
P001042,AC001737,HOLDER,2026-02-04,
P001043,AC001738,HOLDER,2023-09-03,
P001044,AC001739,HOLDER,2015-08-22,
P001045,AC001740,HOLDER,2016-08-14,
P001046,AC001741,HOLDER,2013-10-21,
P001047,AC001742,HOLDER,2023-08-17,
P001048,AC001743,HOLDER,2024-10-27,
P001050,AC001744,HOLDER,2013-07-27,
P001052,AC001745,HOLDER,2021-12-12,
P001053,AC001746,HOLDER,2024-04-09,
P001054,AC001747,HOLDER,2025-02-12,
P001055,AC001748,HOLDER,2025-07-20,
P001056,AC001749,HOLDER,2017-03-14,
P001058,AC001750,HOLDER,2018-01-06,
P001059,AC001751,HOLDER,2023-02-11,
P001060,AC001752,HOLDER,2019-10-11,
P001061,AC001753,HOLDER,2025-12-22,
P001062,AC001754,HOLDER,2017-09-30,
P001063,AC001755,HOLDER,2021-12-24,
P001064,AC001756,HOLDER,2021-08-24,
P001065,AC001757,HOLDER,2019-09-23,
P001066,AC001758,HOLDER,2022-09-22,
P001067,AC001759,HOLDER,2013-06-02,
P001068,AC001760,HOLDER,2019-10-05,
P001069,AC001761,HOLDER,2023-07-25,
P001070,AC001762,HOLDER,2024-03-15,
P001071,AC001763,HOLDER,2013-02-09,
P001072,AC001764,HOLDER,2014-12-14,
P001073,AC001765,HOLDER,2024-12-22,
P001075,AC001766,HOLDER,2022-08-17,
P001076,AC001767,HOLDER,2021-08-02,
P001081,AC001768,HOLDER,2014-01-21,
P001082,AC001769,HOLDER,2017-12-31,
P001084,AC001770,HOLDER,2024-03-04,
P001085,AC001771,HOLDER,2021-09-27,
P001086,AC001772,HOLDER,2022-01-10,
P001087,AC001773,HOLDER,2019-05-02,
P001088,AC001774,HOLDER,2022-10-31,
P001090,AC001775,HOLDER,2017-08-17,
P001091,AC001776,HOLDER,2021-11-13,
P001093,AC001777,HOLDER,2023-12-22,
P001094,AC001778,HOLDER,2013-01-31,
P001095,AC001779,HOLDER,2021-04-08,
P001096,AC001780,HOLDER,2015-08-15,
P001097,AC001781,HOLDER,2024-08-07,
P001098,AC001782,HOLDER,2016-03-31,
P001099,AC001783,HOLDER,2021-01-22,
P001100,AC001784,HOLDER,2025-04-09,
P001101,AC001785,HOLDER,2018-04-01,
P001102,AC001786,HOLDER,2022-10-21,
P001104,AC001787,HOLDER,2023-04-01,
P001105,AC001788,HOLDER,2025-06-20,
P001107,AC001789,HOLDER,2026-04-10,
P001108,AC001790,HOLDER,2013-02-17,
P001109,AC001791,HOLDER,2024-11-26,
P001110,AC001792,HOLDER,2015-03-23,
P001112,AC001793,HOLDER,2026-03-25,
P001113,AC001794,HOLDER,2026-01-24,
P001117,AC001795,HOLDER,2018-12-28,
P001118,AC001796,HOLDER,2020-02-16,
P001120,AC001797,HOLDER,2013-09-28,
P001121,AC001798,HOLDER,2014-04-29,
P001122,AC001799,HOLDER,2020-01-16,
P001123,AC001800,HOLDER,2023-10-14,
P001124,AC001801,HOLDER,2018-09-19,
P001126,AC001802,HOLDER,2024-08-04,
P001127,AC001803,HOLDER,2024-08-15,
P001128,AC001804,HOLDER,2017-09-17,
P001130,AC001805,HOLDER,2023-01-31,
P001131,AC001806,HOLDER,2014-09-06,
P001132,AC001807,HOLDER,2020-08-09,
P001135,AC001808,HOLDER,2026-05-23,
P001136,AC001809,HOLDER,2020-10-17,
P001137,AC001810,HOLDER,2022-10-02,
P001138,AC001811,HOLDER,2017-10-16,
P001139,AC001812,HOLDER,2021-03-26,
P001142,AC001813,HOLDER,2023-09-06,
P001143,AC001814,HOLDER,2019-07-06,
P001144,AC001815,HOLDER,2018-11-04,
P001145,AC001816,HOLDER,2019-04-23,
P001146,AC001817,HOLDER,2018-11-21,
P001147,AC001818,HOLDER,2022-06-29,
P001148,AC001819,HOLDER,2023-02-10,
P001149,AC001820,HOLDER,2014-02-09,
P001150,AC001821,HOLDER,2026-01-29,
