person_id,phone_id,usage_type,from_date,to_date,confidence
P000315,PH000879,REGISTERED,2023-05-18,,0.91
P000315,PH000880,USED_NOT_REGISTERED,2021-12-26,2022-09-30,0.86
P000315,PH000881,REGISTERED,2019-05-14,,0.92
P000316,PH000882,REGISTERED,2024-10-23,,0.75
P000316,PH000883,USED_NOT_REGISTERED,2024-10-06,2025-05-08,0.72
P000316,PH000884,REGISTERED,2023-09-26,,0.98
P000317,PH000885,REGISTERED,2025-09-07,,0.76
P000317,PH000886,USED_NOT_REGISTERED,2023-06-23,2023-11-13,0.96
P000317,PH000887,REGISTERED,2019-02-01,,0.76
P000317,PH000888,REGISTERED,2025-10-25,,0.86
P000318,PH000889,REGISTERED,2019-10-16,,0.84
P000318,PH000890,USED_NOT_REGISTERED,2025-10-28,,0.91
P000319,PH000891,REGISTERED,2021-05-02,,0.76
P000319,PH000892,REGISTERED,2025-11-19,,0.96
P000319,PH000893,USED_NOT_REGISTERED,2019-08-30,2020-07-01,0.97
P000319,PH000894,REGISTERED,2018-05-18,,0.91
P000320,PH000895,REGISTERED,2023-05-24,,0.89
P000320,PH000896,USED_NOT_REGISTERED,2020-10-22,2021-10-04,0.87
P000320,PH000897,USED_NOT_REGISTERED,2023-10-25,,0.94
P000321,PH000898,REGISTERED,2022-08-02,,0.98
P000321,PH000899,USED_NOT_REGISTERED,2021-12-03,,0.95
P000321,PH000900,REGISTERED,2020-07-19,,0.88
P000321,PH000901,REGISTERED,2025-01-12,,0.87
P000322,PH000902,REGISTERED,2021-11-28,,0.82
P000322,PH000903,REGISTERED,2019-09-07,,0.98
P000322,PH000904,REGISTERED,2024-02-17,,0.82
P000322,PH000905,REGISTERED,2022-04-02,,0.82
P000323,PH000906,REGISTERED,2022-05-23,,0.97
P000323,PH000907,REGISTERED,2026-06-17,,0.77
P000324,PH000908,REGISTERED,2023-11-16,,0.89
P000324,PH000909,USED_NOT_REGISTERED,2023-02-10,,0.82
P000324,PH000910,USED_NOT_REGISTERED,2019-07-25,2019-12-11,0.73
P000325,PH000911,REGISTERED,2022-06-13,,0.8
P000325,PH000912,USED_NOT_REGISTERED,2024-07-04,2024-12-24,0.93
P000325,PH000913,REGISTERED,2019-05-23,,0.75
P000326,PH000914,REGISTERED,2019-12-13,,0.88
P000327,PH000915,REGISTERED,2021-04-17,,0.74
P000327,PH000916,USED_NOT_REGISTERED,2019-11-13,,0.75
P000328,PH000917,REGISTERED,2018-09-08,,0.92
P000328,PH000918,REGISTERED,2025-01-26,,0.88
P000329,PH000919,REGISTERED,2026-06-20,,0.94
P000329,PH000920,REGISTERED,2024-10-10,,0.92
P000329,PH000921,REGISTERED,2020-10-28,,0.82
P000329,PH000922,USED_NOT_REGISTERED,2025-11-19,2025-12-10,0.82
P000330,PH000923,REGISTERED,2024-03-07,,0.96
P000330,PH000924,USED_NOT_REGISTERED,2018-03-31,,0.89
P000330,PH000925,REGISTERED,2025-04-10,,0.77
P000331,PH000926,REGISTERED,2023-10-17,,0.8
P000331,PH000927,USED_NOT_REGISTERED,2025-01-06,2025-07-29,0.93
P000331,PH000928,USED_NOT_REGISTERED,2020-07-19,,0.89
P000331,PH000929,REGISTERED,2018-05-11,,0.9
P000331,PH000930,REGISTERED,2019-09-06,,0.79
P000332,PH000931,REGISTERED,2020-09-17,,0.79
P000332,PH000932,REGISTERED,2025-05-19,,0.77
P000332,PH000933,USED_NOT_REGISTERED,2023-04-16,,0.86
P000332,PH000934,REGISTERED,2020-06-09,,0.93
P000333,PH000935,REGISTERED,2026-04-05,,0.78
P000334,PH000936,REGISTERED,2025-10-07,,0.89
P000334,PH000937,REGISTERED,2023-12-24,,0.73
P000335,PH000938,REGISTERED,2022-08-19,,0.76
P000335,PH000939,REGISTERED,2021-06-10,,0.87
P000336,PH000940,REGISTERED,2022-02-19,,0.9
P000336,PH000941,USED_NOT_REGISTERED,2019-11-25,,0.91
P000336,PH000942,USED_NOT_REGISTERED,2022-01-02,2022-10-25,0.87
P000336,PH000943,REGISTERED,2026-03-28,,0.84
P000337,PH000944,REGISTERED,2024-01-01,,0.8
P000337,PH000945,REGISTERED,2020-08-07,,0.89
P000337,PH000946,REGISTERED,2021-10-16,,0.85
P000337,PH000947,REGISTERED,2024-08-20,,0.83
P000338,PH000948,REGISTERED,2020-06-30,,0.94
P000338,PH000949,REGISTERED,2020-10-04,,0.84
P000338,PH000950,USED_NOT_REGISTERED,2022-05-17,,0.82
P000339,PH000951,REGISTERED,2025-02-18,,0.94
P000339,PH000952,REGISTERED,2025-06-03,,0.89
P000339,PH000953,REGISTERED,2022-04-04,,0.92
P000340,PH000954,REGISTERED,2022-02-20,,0.97
P000341,PH000955,REGISTERED,2018-03-02,,0.93
P000341,PH000956,REGISTERED,2021-07-17,,0.95
P000341,PH000957,USED_NOT_REGISTERED,2019-05-23,2019-08-31,0.9
P000342,PH000958,REGISTERED,2021-07-24,,0.87
P000343,PH000959,REGISTERED,2019-12-24,,0.72
P000343,PH000960,REGISTERED,2025-05-04,,0.91
P000343,PH000961,USED_NOT_REGISTERED,2022-07-17,2022-09-19,0.96
P000343,PH000962,USED_NOT_REGISTERED,2021-01-12,2021-03-13,0.94
P000343,PH000963,USED_NOT_REGISTERED,2020-12-20,2021-10-23,0.91
P000343,PH000964,USED_NOT_REGISTERED,2023-04-05,,0.93
P000344,PH000965,REGISTERED,2021-02-01,,0.89
P000344,PH000966,REGISTERED,2024-09-07,,0.88
P000344,PH000967,REGISTERED,2019-09-29,,0.75
P000344,PH000968,REGISTERED,2018-07-09,,0.94
P000345,PH000969,REGISTERED,2023-07-13,,0.85
P000345,PH000970,REGISTERED,2019-04-10,,0.96
P000345,PH000971,USED_NOT_REGISTERED,2019-12-10,2020-09-06,0.87
P000345,PH000972,REGISTERED,2024-03-27,,0.88
P000346,PH000973,REGISTERED,2025-08-13,,0.93
P000346,PH000974,REGISTERED,2024-02-08,,0.73
P000347,PH000975,REGISTERED,2025-01-31,,0.86
P000347,PH000976,REGISTERED,2023-06-14,,0.91
P000347,PH000977,USED_NOT_REGISTERED,2024-06-29,2025-01-27,0.78
P000348,PH000978,REGISTERED,2018-04-30,,0.77
P000348,PH000979,USED_NOT_REGISTERED,2024-02-15,,0.77
P000348,PH000980,REGISTERED,2024-08-19,,0.89
P000349,PH000981,REGISTERED,2025-12-10,,0.81
P000349,PH000982,USED_NOT_REGISTERED,2025-04-18,2025-05-30,0.73
P000349,PH000983,USED_NOT_REGISTERED,2024-08-30,2025-07-26,0.84
P000349,PH000984,USED_NOT_REGISTERED,2018-06-14,2019-03-08,0.82
P000350,PH000985,REGISTERED,2019-05-09,,0.75
P000350,PH000986,REGISTERED,2021-12-26,,0.99
P000350,PH000987,USED_NOT_REGISTERED,2021-09-02,2022-08-15,0.94
P000351,PH000988,REGISTERED,2021-02-26,,0.85
P000351,PH000989,USED_NOT_REGISTERED,2023-03-18,2023-12-04,0.83
P000351,PH000990,USED_NOT_REGISTERED,2023-10-28,2024-10-17,0.75
P000352,PH000991,REGISTERED,2023-07-18,,0.95
P000353,PH000992,REGISTERED,2019-01-01,,0.72
P000353,PH000993,USED_NOT_REGISTERED,2019-06-05,,0.81
P000353,PH000994,REGISTERED,2024-10-01,,0.78
P000353,PH000995,USED_NOT_REGISTERED,2019-03-26,,0.83
P000354,PH000996,REGISTERED,2022-07-11,,0.85
P000354,PH000997,REGISTERED,2025-04-15,,0.75
P000354,PH000998,USED_NOT_REGISTERED,2018-02-09,,0.9
P000354,PH000999,USED_NOT_REGISTERED,2025-12-23,2026-11-10,0.73
P000355,PH001000,REGISTERED,2018-09-07,,0.79
P000355,PH001001,REGISTERED,2018-11-15,,0.93
P000355,PH001002,REGISTERED,2020-09-19,,0.94
P000355,PH001003,REGISTERED,2026-03-22,,0.73
P000356,PH001004,REGISTERED,2026-02-12,,0.94
P000356,PH001005,USED_NOT_REGISTERED,2019-04-26,,0.94
P000356,PH001006,REGISTERED,2024-10-19,,0.93
P000356,PH001007,USED_NOT_REGISTERED,2024-12-07,2025-11-03,0.96
P000356,PH001008,USED_NOT_REGISTERED,2020-12-05,2021-08-11,0.88
P000357,PH001009,REGISTERED,2023-07-08,,0.91
P000357,PH001010,REGISTERED,2022-05-11,,0.82
P000357,PH001011,USED_NOT_REGISTERED,2023-09-12,2024-08-19,0.95
P000358,PH001012,REGISTERED,2020-02-16,,0.94
P000359,PH001013,REGISTERED,2023-07-23,,0.92
P000359,PH001014,REGISTERED,2020-12-26,,0.86
P000360,PH001015,REGISTERED,2024-03-23,,0.91
P000360,PH001016,USED_NOT_REGISTERED,2019-05-12,,0.82
P000361,PH001017,REGISTERED,2020-08-27,,0.89
P000361,PH001018,REGISTERED,2024-07-15,,0.73
P000361,PH001019,REGISTERED,2020-12-30,,0.91
P000361,PH001020,USED_NOT_REGISTERED,2023-10-31,,0.9
P000362,PH001021,REGISTERED,2019-09-22,,0.75
P000363,PH001022,REGISTERED,2019-03-18,,0.93
P000363,PH001023,USED_NOT_REGISTERED,2025-03-07,2025-10-17,0.92
P000363,PH001024,USED_NOT_REGISTERED,2023-03-27,2023-04-23,0.79
P000364,PH001025,REGISTERED,2019-11-02,,0.89
P000365,PH001026,REGISTERED,2020-03-28,,0.81
P000366,PH001027,REGISTERED,2026-06-10,,0.83
P000367,PH001028,REGISTERED,2023-08-26,,0.73
P000367,PH001029,USED_NOT_REGISTERED,2021-01-11,2021-04-29,0.77
P000368,PH001030,REGISTERED,2018-12-03,,0.89
P000368,PH001031,REGISTERED,2019-05-10,,0.89
P000368,PH001032,REGISTERED,2018-10-05,,0.96
P000369,PH001033,REGISTERED,2019-02-07,,0.95
P000369,PH001034,USED_NOT_REGISTERED,2020-03-10,2020-06-16,0.87
P000369,PH001035,USED_NOT_REGISTERED,2019-10-17,2020-02-21,0.84
P000370,PH001036,REGISTERED,2025-07-15,,0.74
P000370,PH001037,USED_NOT_REGISTERED,2022-03-10,2023-01-11,0.92
P000370,PH001038,USED_NOT_REGISTERED,2019-10-30,2019-11-25,0.8
P000371,PH001039,REGISTERED,2022-10-06,,0.99
P000371,PH001040,USED_NOT_REGISTERED,2022-01-26,2022-05-21,0.94
P000371,PH001041,REGISTERED,2019-08-28,,0.95
P000372,PH001042,REGISTERED,2019-02-21,,0.94
P000372,PH001043,REGISTERED,2023-08-02,,0.93
P000373,PH001044,REGISTERED,2022-03-28,,0.82
P000373,PH001045,REGISTERED,2025-10-10,,0.79
P000373,PH001046,USED_NOT_REGISTERED,2021-04-21,,0.73
P000374,PH001047,REGISTERED,2025-05-15,,0.92
P000374,PH001048,REGISTERED,2026-04-06,,0.97
P000375,PH001049,REGISTERED,2019-03-16,,0.82
P000375,PH001050,USED_NOT_REGISTERED,2021-09-22,2022-01-19,0.77
P000375,PH001051,USED_NOT_REGISTERED,2023-12-10,2024-04-23,0.98
P000376,PH001052,REGISTERED,2018-08-11,,0.88
P000376,PH001053,REGISTERED,2018-05-03,,0.77
P000376,PH001054,REGISTERED,2018-10-23,,0.94
P000377,PH001055,REGISTERED,2018-05-03,,0.89
P000377,PH001056,REGISTERED,2019-12-31,,0.94
P000378,PH001057,REGISTERED,2023-10-07,,0.9
P000378,PH001058,USED_NOT_REGISTERED,2023-05-04,,0.81
P000378,PH001059,USED_NOT_REGISTERED,2024-09-15,2025-06-09,0.76
P000378,PH001060,REGISTERED,2022-05-08,,0.78
P000378,PH001061,USED_NOT_REGISTERED,2022-08-02,,0.77
P000379,PH001062,REGISTERED,2024-12-12,,0.92
P000379,PH001063,USED_NOT_REGISTERED,2019-11-30,2020-08-03,0.75
P000379,PH001064,USED_NOT_REGISTERED,2024-11-06,,0.81
P000379,PH001065,REGISTERED,2026-04-02,,0.77
P000379,PH001066,USED_NOT_REGISTERED,2024-07-01,2024-12-03,0.82
P000380,PH001067,REGISTERED,2019-04-07,,0.96
P000380,PH001068,USED_NOT_REGISTERED,2021-09-07,2022-03-25,0.87
P000381,PH001069,REGISTERED,2023-11-22,,0.76
P000381,PH001070,USED_NOT_REGISTERED,2023-04-19,2023-07-19,0.72
P000381,PH001071,USED_NOT_REGISTERED,2018-09-29,2019-03-11,0.87
P000382,PH001072,REGISTERED,2025-07-01,,0.91
P000382,PH001073,USED_NOT_REGISTERED,2024-10-11,2025-10-25,0.75
P000382,PH001074,USED_NOT_REGISTERED,2018-10-29,2019-04-10,0.82
P000382,PH001075,USED_NOT_REGISTERED,2022-08-13,2023-04-12,0.84
P000383,PH001076,REGISTERED,2023-12-18,,0.92
P000383,PH001077,REGISTERED,2025-02-19,,0.86
P000383,PH001078,USED_NOT_REGISTERED,2018-06-11,2019-04-11,0.86
P000384,PH001079,REGISTERED,2026-03-27,,0.92
P000384,PH001080,USED_NOT_REGISTERED,2018-10-21,,0.81
P000384,PH001081,REGISTERED,2022-08-28,,0.78
P000384,PH001082,USED_NOT_REGISTERED,2018-04-27,,0.86
P000384,PH001083,USED_NOT_REGISTERED,2024-04-13,,0.92
P000385,PH001084,REGISTERED,2022-04-27,,0.81
P000386,PH001085,REGISTERED,2018-08-07,,0.93
P000386,PH001086,USED_NOT_REGISTERED,2022-04-12,2022-09-15,0.97
P000386,PH001087,USED_NOT_REGISTERED,2019-02-09,2019-07-30,0.89
P000386,PH001088,USED_NOT_REGISTERED,2021-05-30,2021-10-27,0.76
P000387,PH001089,REGISTERED,2020-10-17,,0.81
P000387,PH001090,REGISTERED,2020-03-10,,0.87
P000387,PH001091,USED_NOT_REGISTERED,2024-06-25,2024-10-26,0.85
P000388,PH001092,REGISTERED,2019-05-18,,0.83
P000388,PH001093,USED_NOT_REGISTERED,2024-04-03,2024-06-21,0.81
P000388,PH001094,REGISTERED,2023-07-11,,0.79
P000388,PH001095,USED_NOT_REGISTERED,2025-07-27,,0.77
P000389,PH001096,REGISTERED,2025-08-05,,0.79
P000389,PH001097,REGISTERED,2023-06-09,,0.87
P000390,PH001098,REGISTERED,2022-11-10,,0.77
P000390,PH001099,USED_NOT_REGISTERED,2021-08-14,2022-03-17,0.83
P000391,PH001100,REGISTERED,2020-06-08,,0.83
P000391,PH001101,REGISTERED,2024-11-09,,0.84
P000391,PH001102,REGISTERED,2020-01-22,,0.85
P000392,PH001103,REGISTERED,2024-12-10,,0.88
P000393,PH001104,REGISTERED,2025-10-21,,0.86
P000393,PH001105,REGISTERED,2018-10-18,,0.82
P000393,PH001106,USED_NOT_REGISTERED,2024-09-22,2025-04-26,0.84
P000394,PH001107,REGISTERED,2019-11-19,,0.86
P000395,PH001108,REGISTERED,2020-09-17,,0.87
P000395,PH001109,REGISTERED,2018-03-09,,0.97
P000395,PH001110,REGISTERED,2026-04-10,,0.8
P000396,PH001111,REGISTERED,2026-06-16,,0.8
P000396,PH001112,USED_NOT_REGISTERED,2018-12-24,,0.76
P000397,PH001113,REGISTERED,2024-10-30,,0.89
P000397,PH001114,REGISTERED,2023-02-18,,0.86
P000397,PH001115,REGISTERED,2023-06-10,,0.89
P000398,PH001116,REGISTERED,2021-11-27,,0.93
P000398,PH001117,USED_NOT_REGISTERED,2021-10-22,2022-05-30,0.74
P000398,PH001118,USED_NOT_REGISTERED,2020-02-09,2020-10-23,0.93
P000398,PH001119,REGISTERED,2025-05-12,,0.77
P000399,PH001120,REGISTERED,2024-06-06,,0.74
P000399,PH001121,USED_NOT_REGISTERED,2018-09-14,,0.88
P000399,PH001122,USED_NOT_REGISTERED,2025-05-10,2025-06-21,0.73
P000399,PH001123,REGISTERED,2022-04-08,,0.73
P000400,PH001124,REGISTERED,2019-04-12,,0.83
P000400,PH001125,USED_NOT_REGISTERED,2020-06-17,2021-05-03,0.96
P000400,PH001126,REGISTERED,2018-01-08,,0.84
P000401,PH001127,REGISTERED,2019-04-23,,0.91
P000401,PH001128,REGISTERED,2020-03-24,,0.76
P000401,PH001129,REGISTERED,2025-02-12,,0.76
P000402,PH001130,REGISTERED,2025-06-20,,0.87
P000402,PH001131,USED_NOT_REGISTERED,2022-03-14,2022-08-30,0.83
P000402,PH001132,REGISTERED,2025-03-26,,0.91
P000403,PH001133,REGISTERED,2020-07-20,,0.74
P000403,PH001134,USED_NOT_REGISTERED,2020-02-08,2020-09-12,0.98
P000403,PH001135,USED_NOT_REGISTERED,2024-05-19,2025-01-27,0.91
P000403,PH001136,REGISTERED,2022-09-20,,0.75
P000404,PH001137,REGISTERED,2020-04-25,,0.85
P000404,PH001138,REGISTERED,2024-07-13,,0.98
P000404,PH001139,USED_NOT_REGISTERED,2021-02-15,,0.85
P000405,PH001140,REGISTERED,2026-03-04,,0.77
P000405,PH001141,USED_NOT_REGISTERED,2023-04-08,2024-01-24,0.91
P000405,PH001142,REGISTERED,2023-04-28,,0.82
P000406,PH001143,REGISTERED,2024-05-19,,0.94
P000406,PH001144,REGISTERED,2026-03-02,,0.8
P000406,PH001145,USED_NOT_REGISTERED,2020-11-22,2021-04-22,0.77
P000406,PH001146,USED_NOT_REGISTERED,2020-08-24,2021-01-22,0.88
P000407,PH001147,REGISTERED,2022-11-04,,0.78
P000407,PH001148,USED_NOT_REGISTERED,2025-10-23,2026-09-22,0.82
P000407,PH001149,USED_NOT_REGISTERED,2019-02-06,,0.88
P000407,PH001150,REGISTERED,2019-12-22,,0.89
P000408,PH001151,REGISTERED,2024-06-09,,0.76
P000409,PH001152,REGISTERED,2022-06-30,,0.89
P000410,PH001153,REGISTERED,2021-09-21,,0.79
P000410,PH001154,REGISTERED,2019-12-18,,0.94
P000411,PH001155,REGISTERED,2020-11-28,,0.98
P000412,PH001156,REGISTERED,2026-06-08,,0.94
P000412,PH001157,USED_NOT_REGISTERED,2023-01-01,2023-04-16,0.8
P000413,PH001158,REGISTERED,2025-07-15,,0.8
P000413,PH001159,USED_NOT_REGISTERED,2020-04-02,2020-08-04,0.96
P000413,PH001160,USED_NOT_REGISTERED,2020-09-08,2021-03-29,0.74
P000413,PH001161,REGISTERED,2022-10-28,,0.84
P000414,PH001162,REGISTERED,2023-08-20,,0.92
P000414,PH001163,USED_NOT_REGISTERED,2018-10-14,,0.85
P000414,PH001164,REGISTERED,2023-01-26,,0.96
P000414,PH001165,USED_NOT_REGISTERED,2019-12-11,,0.92
P000415,PH001166,REGISTERED,2021-04-12,,0.94
P000415,PH001167,REGISTERED,2022-05-11,,0.96
P000415,PH001168,USED_NOT_REGISTERED,2023-04-26,,0.73
P000416,PH001169,REGISTERED,2021-09-10,,0.85
P000417,PH001170,REGISTERED,2023-04-17,,0.98
P000417,PH001171,REGISTERED,2026-03-17,,0.9
P000417,PH001172,REGISTERED,2020-08-28,,0.76
P000417,PH001173,REGISTERED,2019-11-28,,0.94
P000418,PH001174,REGISTERED,2023-07-25,,0.8
P000419,PH001175,REGISTERED,2023-03-05,,0.88
P000419,PH001176,USED_NOT_REGISTERED,2018-11-26,,0.8
P000419,PH001177,REGISTERED,2020-04-09,,0.78
P000420,PH001178,REGISTERED,2024-07-07,,0.77
P000420,PH001179,REGISTERED,2025-10-09,,0.77
P000421,PH001180,REGISTERED,2021-07-05,,0.75
P000421,PH001181,REGISTERED,2021-12-08,,0.85
P000421,PH001182,USED_NOT_REGISTERED,2022-11-03,2022-12-06,0.76
P000421,PH001183,REGISTERED,2026-02-13,,0.98
P000422,PH001184,REGISTERED,2024-05-01,,0.78
P000422,PH001185,REGISTERED,2018-09-27,,0.83
P000422,PH001186,USED_NOT_REGISTERED,2022-11-15,,0.85
P000422,PH001187,USED_NOT_REGISTERED,2021-03-25,,0.84
P000423,PH001188,REGISTERED,2026-02-06,,0.81
P000424,PH001189,REGISTERED,2023-10-05,,0.97
P000424,PH001190,USED_NOT_REGISTERED,2021-03-10,2021-04-29,0.74
P000424,PH001191,REGISTERED,2025-11-26,,0.94
P000425,PH001192,REGISTERED,2019-08-29,,0.89
P000425,PH001193,REGISTERED,2020-03-04,,0.74
P000425,PH001194,USED_NOT_REGISTERED,2025-05-10,,0.98
P000425,PH001195,REGISTERED,2023-02-01,,0.97
P000425,PH001196,REGISTERED,2023-10-15,,0.77
P000426,PH001197,REGISTERED,2021-10-05,,0.78
P000426,PH001198,USED_NOT_REGISTERED,2020-10-28,2020-12-06,0.95
P000426,PH001199,USED_NOT_REGISTERED,2025-09-02,2026-09-19,0.92
P000426,PH001200,REGISTERED,2019-01-19,,0.92
P000427,PH001201,REGISTERED,2023-06-25,,0.97
P000427,PH001202,USED_NOT_REGISTERED,2024-06-02,2024-08-06,0.72
P000427,PH001203,REGISTERED,2026-05-25,,0.79
P000427,PH001204,REGISTERED,2022-11-11,,0.88
P000428,PH001205,REGISTERED,2025-03-04,,0.91
P000428,PH001206,USED_NOT_REGISTERED,2018-08-14,2019-05-19,0.89
P000428,PH001207,REGISTERED,2019-10-31,,0.72
P000429,PH001208,REGISTERED,2020-03-06,,0.73
P000429,PH001209,REGISTERED,2018-02-08,,0.8
P000429,PH001210,USED_NOT_REGISTERED,2019-11-26,2020-03-24,0.96
P000429,PH001211,REGISTERED,2020-11-05,,0.82
P000429,PH001212,USED_NOT_REGISTERED,2018-11-06,2019-11-29,0.79
P000430,PH001213,REGISTERED,2023-11-27,,0.76
P000430,PH001214,USED_NOT_REGISTERED,2025-01-16,,0.92
P000430,PH001215,USED_NOT_REGISTERED,2023-10-23,,0.99
P000431,PH001216,REGISTERED,2018-06-07,,0.94
P000431,PH001217,REGISTERED,2023-06-09,,0.74
P000432,PH001218,REGISTERED,2019-12-21,,0.86
P000432,PH001219,USED_NOT_REGISTERED,2023-01-20,2023-02-23,0.87
P000433,PH001220,REGISTERED,2024-10-06,,0.93
P000433,PH001221,REGISTERED,2026-02-26,,0.84
P000433,PH001222,REGISTERED,2022-01-22,,0.74
P000434,PH001223,REGISTERED,2023-05-23,,0.95
P000434,PH001224,USED_NOT_REGISTERED,2021-03-12,2021-07-08,0.75
P000434,PH001225,USED_NOT_REGISTERED,2018-04-10,,0.95
P000434,PH001226,REGISTERED,2023-05-10,,0.86
P000435,PH001227,REGISTERED,2018-09-26,,0.76
P000435,PH001228,REGISTERED,2018-06-28,,0.91
P000435,PH001229,REGISTERED,2020-07-25,,0.87
P000435,PH001230,USED_NOT_REGISTERED,2019-11-13,,0.83
P000436,PH001231,REGISTERED,2026-04-23,,0.99
P000436,PH001232,USED_NOT_REGISTERED,2023-12-15,,0.73
P000437,PH001233,REGISTERED,2025-04-07,,0.76
P000437,PH001234,USED_NOT_REGISTERED,2021-08-16,2021-09-26,0.76
P000438,PH001235,REGISTERED,2019-04-21,,0.92
P000438,PH001236,USED_NOT_REGISTERED,2019-07-27,2020-05-21,0.76
P000438,PH001237,USED_NOT_REGISTERED,2019-05-03,2019-09-26,0.76
P000438,PH001238,USED_NOT_REGISTERED,2025-07-22,2025-10-31,0.79
P000439,PH001239,REGISTERED,2024-03-15,,0.89
P000440,PH001240,REGISTERED,2018-03-07,,0.82
P000440,PH001241,USED_NOT_REGISTERED,2022-07-30,,0.92
P000440,PH001242,REGISTERED,2021-05-10,,0.91
P000440,PH001243,USED_NOT_REGISTERED,2019-03-12,,0.95
P000441,PH001244,REGISTERED,2020-02-08,,0.73
P000441,PH001245,USED_NOT_REGISTERED,2022-07-10,2022-12-03,0.88
P000442,PH001246,REGISTERED,2026-06-05,,0.86
P000443,PH001247,REGISTERED,2023-04-28,,0.81
P000443,PH001248,REGISTERED,2020-05-21,,0.84
P000443,PH001249,USED_NOT_REGISTERED,2020-06-13,,0.9
P000444,PH001250,REGISTERED,2025-08-31,,0.94
P000444,PH001251,USED_NOT_REGISTERED,2021-06-04,2022-07-02,0.92
P000444,PH001252,REGISTERED,2023-09-18,,0.88
P000444,PH001253,USED_NOT_REGISTERED,2025-04-06,,0.94
P000445,PH001254,REGISTERED,2020-06-09,,0.91
P000445,PH001255,USED_NOT_REGISTERED,2018-12-10,2019-08-15,0.96
P000446,PH001256,REGISTERED,2022-10-25,,0.91
P000447,PH001257,REGISTERED,2023-09-15,,0.74
P000447,PH001258,REGISTERED,2023-07-29,,0.89
P000447,PH001259,REGISTERED,2025-12-02,,0.99
P000447,PH001260,USED_NOT_REGISTERED,2025-09-23,2026-09-28,0.96
P000448,PH001261,REGISTERED,2019-07-17,,0.75
P000449,PH001262,REGISTERED,2022-06-04,,0.99
P000449,PH001263,REGISTERED,2026-03-07,,0.81
P000449,PH001264,USED_NOT_REGISTERED,2023-12-17,,0.75
P000450,PH001265,REGISTERED,2025-08-07,,0.85
P000450,PH001266,USED_NOT_REGISTERED,2018-09-12,,0.85
P000450,PH001267,USED_NOT_REGISTERED,2019-06-24,,0.77
P000451,PH001268,REGISTERED,2021-12-14,,0.88
P000451,PH001269,USED_NOT_REGISTERED,2018-03-20,2018-07-27,0.86
P000451,PH001270,REGISTERED,2019-04-09,,0.8
P000452,PH001271,REGISTERED,2018-09-08,,0.76
P000453,PH001272,REGISTERED,2022-08-13,,0.93
P000453,PH001273,USED_NOT_REGISTERED,2018-07-13,2019-02-24,0.91
P000453,PH001274,REGISTERED,2025-12-16,,0.84
P000454,PH001275,REGISTERED,2025-11-18,,0.74
P000455,PH001276,REGISTERED,2019-10-04,,0.85
P000455,PH001277,REGISTERED,2019-05-05,,0.93
P000455,PH001278,USED_NOT_REGISTERED,2025-03-12,2025-09-23,0.93
P000456,PH001279,REGISTERED,2019-01-17,,0.84
P000456,PH001280,REGISTERED,2021-10-29,,0.94
P000457,PH001281,REGISTERED,2022-01-31,,0.84
P000458,PH001282,REGISTERED,2024-05-20,,0.96
P000458,PH001283,USED_NOT_REGISTERED,2026-04-09,,0.86
P000458,PH001284,REGISTERED,2018-09-13,,0.8
P000459,PH001285,REGISTERED,2026-06-26,,0.89
P000459,PH001286,USED_NOT_REGISTERED,2023-07-28,2024-01-27,0.89
P000459,PH001287,USED_NOT_REGISTERED,2025-11-29,2026-03-24,0.86
P000460,PH001288,REGISTERED,2021-05-07,,0.86
P000460,PH001289,USED_NOT_REGISTERED,2024-09-27,2025-02-05,0.93
P000460,PH001290,USED_NOT_REGISTERED,2019-01-26,2019-09-14,0.87
P000460,PH001291,USED_NOT_REGISTERED,2022-02-23,2022-06-05,0.93
P000461,PH001292,REGISTERED,2020-01-10,,0.82
P000461,PH001293,REGISTERED,2023-03-30,,0.77
P000462,PH001294,REGISTERED,2022-04-17,,0.79
P000462,PH001295,USED_NOT_REGISTERED,2018-11-15,2019-01-13,0.78
P000462,PH001296,REGISTERED,2025-09-26,,0.98
P000463,PH001297,REGISTERED,2023-01-10,,0.73
P000463,PH001298,REGISTERED,2020-04-30,,0.98
P000463,PH001299,USED_NOT_REGISTERED,2024-10-10,2025-05-26,0.87
P000463,PH001300,REGISTERED,2019-10-15,,0.79
P000464,PH001301,REGISTERED,2018-08-29,,0.79
P000464,PH001302,USED_NOT_REGISTERED,2025-08-31,2026-02-18,0.88
P000464,PH001303,USED_NOT_REGISTERED,2019-02-20,,0.8
P000464,PH001304,REGISTERED,2019-04-06,,0.97
P000464,PH001305,USED_NOT_REGISTERED,2024-04-19,2024-05-14,0.9
P000465,PH001306,REGISTERED,2024-04-15,,0.81
P000465,PH001307,USED_NOT_REGISTERED,2025-04-22,2025-06-06,0.76
P000466,PH001308,REGISTERED,2021-10-09,,0.96
P000466,PH001309,USED_NOT_REGISTERED,2022-06-01,2023-03-05,0.92
P000467,PH001310,REGISTERED,2018-10-07,,0.73
P000467,PH001311,USED_NOT_REGISTERED,2022-07-02,2022-08-11,0.75
P000467,PH001312,USED_NOT_REGISTERED,2024-10-23,,0.73
P000467,PH001313,REGISTERED,2021-10-31,,0.93
P000468,PH001314,REGISTERED,2026-03-02,,0.83
P000468,PH001315,USED_NOT_REGISTERED,2019-04-10,2019-06-28,0.97
P000468,PH001316,USED_NOT_REGISTERED,2023-02-08,,0.77
